Team,Map,Timeframe,Profile URL,Times played,Wins,Draws,Losses,Total rounds played,Rounds won,Win percent,Pistol rounds,Pistol rounds won,Pistol round win percent,CT round win percent,T round win percent,Pick percent,Ban percent
9 Pandas,Nuke,Last 12 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Overpass,Last Month,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Overpass,Last 3 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Overpass,Last 6 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Overpass,Last 12 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Train,Last Month,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Train,Last 3 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Train,Last 6 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Train,Last 12 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Vertigo,Last Month,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Vertigo,Last 3 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Vertigo,Last 6 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
9 Pandas,Vertigo,Last 12 Months,https://www.hltv.org/stats/teams/11883/9-pandas?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Aurora,Ancient,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,100.0%
Aurora,Ancient,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,85.7%
Aurora,Ancient,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,1,0,0,1,47,22,0.0%,2,2,100.0%,52.2%,41.7%,20.0%,81.8%
Aurora,Ancient,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,1,0,0,1,47,22,0.0%,2,2,100.0%,52.2%,41.7%,14.3%,87.2%
Aurora,Anubis,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,1,1,0,0,20,13,100.0%,2,2,100.0%,75.0%,50.0%,100.0%,0.0%
Aurora,Anubis,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,6,3,0,3,134,66,50.0%,12,8,66.7%,55.6%,41.9%,75.0%,0.0%
Aurora,Anubis,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,11,7,0,4,243,130,63.6%,22,11,50.0%,54.5%,52.3%,78.6%,0.0%
Aurora,Anubis,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,12,8,0,4,261,143,66.7%,24,12,50.0%,54.3%,55.3%,78.6%,0.0%
Aurora,Dust2,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,5,2,0,3,118,62,40.0%,10,5,50.0%,55.6%,49.1%,66.7%,0.0%
Aurora,Dust2,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,17,10,0,7,374,201,58.8%,34,19,55.9%,52.6%,54.8%,46.2%,2.8%
Aurora,Dust2,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,24,15,0,9,515,277,62.5%,48,29,60.4%,54.4%,53.2%,41.5%,5.0%
Aurora,Dust2,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,43,26,0,17,941,499,60.5%,86,48,55.8%,53.0%,53.0%,44.1%,7.5%
Aurora,Inferno,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Aurora,Inferno,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,10,8,0,2,213,125,80.0%,20,9,45.0%,68.2%,48.5%,17.4%,2.6%
Aurora,Inferno,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,15,10,0,5,334,184,66.7%,30,15,50.0%,63.9%,46.1%,14.3%,3.3%
Aurora,Inferno,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,28,16,0,12,623,321,57.1%,56,27,48.2%,55.9%,47.1%,22.2%,12.7%
Aurora,Mirage,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,1,1,0,0,23,13,100.0%,2,0,0.0%,66.7%,45.5%,0.0%,30.0%
Aurora,Mirage,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,9,6,0,3,194,104,66.7%,18,12,66.7%,58.3%,47.7%,0.0%,27.0%
Aurora,Mirage,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,18,10,0,8,380,189,55.6%,36,21,58.3%,51.4%,47.5%,0.0%,24.1%
Aurora,Mirage,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,38,18,0,20,829,402,47.4%,76,38,50.0%,54.0%,41.9%,5.7%,17.5%
Aurora,Nuke,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,4,1,0,3,93,44,25.0%,8,6,75.0%,50.0%,43.6%,0.0%,14.3%
Aurora,Nuke,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,11,3,0,8,248,115,27.3%,22,16,72.7%,50.7%,40.9%,0.0%,28.6%
Aurora,Nuke,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,14,4,0,10,318,151,28.6%,28,17,60.7%,49.7%,44.7%,3.6%,33.9%
Aurora,Nuke,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,30,12,0,18,660,328,40.0%,60,33,55.0%,53.4%,45.1%,4.1%,27.3%
Aurora,Overpass,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,1,1,0,0,24,13,100.0%,2,1,50.0%,66.7%,41.7%,16.7%,20.0%
Aurora,Overpass,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,8,4,0,4,174,91,50.0%,16,12,75.0%,53.7%,51.1%,23.8%,13.5%
Aurora,Overpass,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,15,8,0,7,316,166,53.3%,30,17,56.7%,53.2%,51.9%,22.6%,11.1%
Aurora,Overpass,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,26,15,0,11,532,289,57.7%,52,32,61.5%,60.0%,48.9%,16.4%,10.1%
Aurora,Train,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Aurora,Train,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Aurora,Train,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Aurora,Train,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,12,7,0,5,282,152,58.3%,24,9,37.5%,63.4%,45.7%,30.8%,22.7%
Aurora,Vertigo,Last Month,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Aurora,Vertigo,Last 3 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Aurora,Vertigo,Last 6 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Aurora,Vertigo,Last 12 Months,https://www.hltv.org/stats/teams/11861/aurora?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Astralis,Ancient,Last Month,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,2,1,0,1,45,21,50.0%,4,2,50.0%,37.5%,57.1%,100.0%,0.0%
Astralis,Ancient,Last 3 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,12,9,0,3,258,143,75.0%,24,13,54.2%,61.4%,50.7%,64.7%,0.0%
Astralis,Ancient,Last 6 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,17,13,0,4,350,203,76.5%,34,20,58.8%,62.1%,54.8%,43.8%,0.0%
Astralis,Ancient,Last 12 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,28,19,0,9,568,324,67.9%,56,31,55.4%,60.2%,54.7%,33.9%,2.9%
Astralis,Dust2,Last Month,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,2,1,0,1,38,21,50.0%,4,4,100.0%,58.3%,50.0%,0.0%,25.0%
Astralis,Dust2,Last 3 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,11,3,0,8,213,88,27.3%,22,10,45.5%,43.9%,37.0%,0.0%,24.0%
Astralis,Dust2,Last 6 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,19,6,0,13,397,172,31.6%,38,20,52.6%,48.7%,35.6%,0.0%,27.5%
Astralis,Dust2,Last 12 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,25,7,0,18,536,230,28.0%,50,22,44.0%,45.7%,39.1%,3.0%,47.8%
Astralis,Inferno,Last Month,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,1,1,0,0,21,13,100.0%,2,1,50.0%,88.9%,41.7%,25.0%,0.0%
Astralis,Inferno,Last 3 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,6,4,0,2,136,79,66.7%,12,7,58.3%,70.7%,42.6%,6.7%,13.8%
Astralis,Inferno,Last 6 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,8,5,0,3,174,99,62.5%,16,8,50.0%,65.3%,46.8%,3.6%,13.2%
Astralis,Inferno,Last 12 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,26,14,0,12,574,294,53.8%,52,27,51.9%,54.0%,47.9%,11.5%,9.6%
Astralis,Mirage,Last Month,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,2,1,0,1,40,16,50.0%,4,0,0.0%,41.7%,37.5%,0.0%,33.3%
Astralis,Mirage,Last 3 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,10,6,0,4,195,98,60.0%,20,8,40.0%,52.9%,45.9%,0.0%,30.0%
Astralis,Mirage,Last 6 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,18,7,0,11,379,176,38.9%,36,14,38.9%,49.8%,41.8%,0.0%,32.1%
Astralis,Mirage,Last 12 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,37,15,0,22,783,373,40.5%,74,37,50.0%,50.4%,43.8%,0.0%,27.8%
Astralis,Nuke,Last Month,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,1,0,0,1,19,6,0.0%,2,0,0.0%,42.9%,25.0%,25.0%,20.0%
Astralis,Nuke,Last 3 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,6,4,0,2,134,69,66.7%,12,4,33.3%,59.3%,45.3%,28.6%,7.1%
Astralis,Nuke,Last 6 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,11,7,0,4,236,127,63.6%,22,11,50.0%,60.7%,48.1%,20.0%,5.7%
Astralis,Nuke,Last 12 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,41,25,0,16,865,455,61.0%,82,47,57.3%,61.1%,45.7%,44.9%,4.0%
Astralis,Overpass,Last Month,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Astralis,Overpass,Last 3 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,6,3,0,3,128,62,50.0%,12,5,41.7%,50.9%,46.6%,25.0%,0.0%
Astralis,Overpass,Last 6 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,20,13,0,7,407,217,65.0%,40,19,47.5%,56.0%,51.5%,58.1%,0.0%
Astralis,Overpass,Last 12 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,30,17,0,13,623,318,56.7%,60,28,46.7%,52.7%,49.7%,38.6%,8.8%
Astralis,Train,Last Month,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Astralis,Train,Last 3 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Astralis,Train,Last 6 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Astralis,Train,Last 12 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,6,2,0,4,133,62,33.3%,12,6,50.0%,58.3%,32.8%,0.0%,37.9%
Astralis,Vertigo,Last Month,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Astralis,Vertigo,Last 3 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Astralis,Vertigo,Last 6 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
Astralis,Vertigo,Last 12 Months,https://www.hltv.org/stats/teams/6665/astralis?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
HEROIC,Ancient,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,28.6%
HEROIC,Ancient,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,3,2,0,1,63,36,66.7%,6,3,50.0%,55.6%,59.3%,0.0%,38.9%
HEROIC,Ancient,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,9,4,0,5,188,90,44.4%,18,8,44.4%,49.1%,46.2%,0.0%,31.1%
HEROIC,Ancient,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,26,11,0,15,552,268,42.3%,52,22,42.3%,45.4%,52.1%,14.8%,23.7%
HEROIC,Anubis,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,90.0%
HEROIC,Anubis,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,92.0%
HEROIC,Anubis,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,95.3%
HEROIC,Anubis,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,1,0,0,1,23,10,0.0%,2,1,50.0%,27.3%,58.3%,0.0%,85.7%
HEROIC,Dust2,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,5,3,0,2,107,61,60.0%,10,5,50.0%,68.1%,48.3%,28.6%,7.7%
HEROIC,Dust2,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,14,7,0,7,309,162,50.0%,28,13,46.4%,67.1%,40.2%,38.9%,3.4%
HEROIC,Dust2,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,22,12,0,10,494,258,54.5%,44,18,40.9%,63.0%,41.8%,25.0%,7.4%
HEROIC,Dust2,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,43,20,0,23,924,455,46.5%,86,40,46.5%,56.8%,42.1%,25.9%,9.0%
HEROIC,Inferno,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,6,1,0,5,129,55,16.7%,12,5,41.7%,40.0%,46.3%,16.7%,10.0%
HEROIC,Inferno,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,11,3,0,8,229,107,27.3%,22,9,40.9%,43.9%,49.6%,16.7%,8.3%
HEROIC,Inferno,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,17,7,0,10,349,175,41.2%,34,17,50.0%,47.1%,53.1%,19.2%,10.2%
HEROIC,Inferno,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,24,11,0,13,489,250,45.8%,48,24,50.0%,51.2%,51.1%,12.5%,27.1%
HEROIC,Mirage,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,4,0,0,4,79,27,0.0%,8,4,50.0%,41.2%,28.9%,60.0%,20.0%
HEROIC,Mirage,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,12,5,0,7,238,113,41.7%,24,13,54.2%,50.0%,45.2%,29.4%,18.8%
HEROIC,Mirage,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,17,8,0,9,345,169,47.1%,34,20,58.8%,53.8%,44.9%,31.2%,15.0%
HEROIC,Mirage,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,35,18,0,17,782,392,51.4%,70,34,48.6%,53.1%,47.5%,38.6%,14.3%
HEROIC,Nuke,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,4,1,0,3,82,35,25.0%,8,4,50.0%,48.7%,37.2%,33.3%,0.0%
HEROIC,Nuke,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,11,4,0,7,220,94,36.4%,22,12,54.5%,55.7%,32.5%,50.0%,0.0%
HEROIC,Nuke,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,23,13,0,10,485,249,56.5%,46,29,63.0%,64.0%,40.4%,59.3%,0.0%
HEROIC,Nuke,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,38,19,0,19,806,396,50.0%,76,44,57.9%,57.7%,40.6%,34.0%,12.9%
HEROIC,Overpass,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,1,1,0,0,28,16,100.0%,2,1,50.0%,61.5%,53.3%,0.0%,33.3%
HEROIC,Overpass,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,5,3,0,2,108,60,60.0%,10,5,50.0%,67.2%,40.4%,0.0%,24.2%
HEROIC,Overpass,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,9,4,0,5,187,95,44.4%,18,9,50.0%,60.2%,39.3%,3.3%,23.7%
HEROIC,Overpass,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,18,11,0,7,377,197,61.1%,36,14,38.9%,62.6%,41.7%,11.1%,19.0%
HEROIC,Train,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
HEROIC,Train,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
HEROIC,Train,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
HEROIC,Train,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,4,2,0,2,83,41,50.0%,8,3,37.5%,57.5%,41.9%,7.1%,46.8%
HEROIC,Vertigo,Last Month,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
HEROIC,Vertigo,Last 3 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
HEROIC,Vertigo,Last 6 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
HEROIC,Vertigo,Last 12 Months,https://www.hltv.org/stats/teams/7175/heroic?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,0.0%
B8,Ancient,Last Month,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,6,4,0,2,147,74,66.7%,12,7,58.3%,59.7%,40.0%,66.7%,0.0%
B8,Ancient,Last 3 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,18,12,0,6,400,215,66.7%,36,15,41.7%,61.9%,46.1%,52.4%,2.7%
B8,Ancient,Last 6 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,22,14,0,8,484,257,63.6%,44,20,45.5%,61.6%,45.5%,60.0%,2.4%
B8,Ancient,Last 12 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,40,26,0,14,847,441,65.0%,80,32,40.0%,56.2%,48.0%,44.9%,3.3%
B8,Anubis,Last Month,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,0,0,0,0,0,0,0.0%,0,0,0.0%,0.0%,0.0%,0.0%,90.0%
B8,Anubis,Last 3 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,2,0,0,2,36,10,0.0%,4,1,25.0%,35.0%,18.8%,0.0%,83.3%
B8,Anubis,Last 6 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,2,0,0,2,36,10,0.0%,4,1,25.0%,35.0%,18.8%,0.0%,76.2%
B8,Anubis,Last 12 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,3,0,0,3,56,17,0.0%,6,1,16.7%,35.7%,25.0%,0.0%,71.4%
B8,Dust2,Last Month,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,3,1,0,2,63,26,33.3%,6,3,50.0%,36.1%,48.1%,0.0%,6.7%
B8,Dust2,Last 3 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,14,7,0,7,282,141,50.0%,28,14,50.0%,52.7%,46.2%,4.2%,4.3%
B8,Dust2,Last 6 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,17,9,0,8,362,185,52.9%,34,15,44.1%,53.4%,48.1%,3.4%,6.7%
B8,Dust2,Last 12 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,34,15,0,19,734,352,44.1%,68,30,44.1%,50.5%,44.8%,9.3%,11.5%
B8,Inferno,Last Month,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,2,1,0,1,56,23,50.0%,4,1,25.0%,36.4%,47.8%,0.0%,45.5%
B8,Inferno,Last 3 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,10,4,0,6,215,96,40.0%,20,11,55.0%,49.2%,37.9%,0.0%,37.2%
B8,Inferno,Last 6 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,12,4,0,8,262,117,33.3%,24,14,58.3%,46.1%,42.7%,0.0%,33.9%
B8,Inferno,Last 12 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,25,8,0,17,549,244,32.0%,50,28,56.0%,46.2%,42.3%,2.2%,30.0%
B8,Mirage,Last Month,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,6,5,0,1,136,73,83.3%,12,9,75.0%,59.1%,48.6%,50.0%,0.0%
B8,Mirage,Last 3 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,21,15,0,6,454,258,71.4%,42,26,61.9%,60.8%,53.6%,65.4%,2.6%
B8,Mirage,Last 6 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,26,16,0,10,565,307,61.5%,52,30,57.7%,59.1%,50.3%,61.8%,2.0%
B8,Mirage,Last 12 Months,https://www.hltv.org/stats/teams/11241/b8?startDate=all&csVersion=CS2,45,29,0,16,990,543,64.4%,90,47,52.2%,59.6%,51.0%,71.7%,1.2%
