Player,Total Kills,Headshot %,Rounds played,Profile URL
jchancE,4534,39.5%,6290,https://www.hltv.org/stats/players/13689/jchance?csVersion=CS2
Vegi,4469,54.5%,6570,https://www.hltv.org/stats/players/15204/vegi?csVersion=CS2
marat2k,6370,58.6%,9723,https://www.hltv.org/stats/players/21650/marat2k?csVersion=CS2
volt,7706,54.0%,12006,https://www.hltv.org/stats/players/20358/volt?csVersion=CS2
kabal,2874,49.1%,4273,https://www.hltv.org/stats/players/10870/kabal?csVersion=CS2
drop,8636,56.1%,13475,https://www.hltv.org/stats/players/19750/drop?csVersion=CS2
Neqy,3363,58.7%,4950,https://www.hltv.org/stats/players/24704/neqy?csVersion=CS2
spinnie,3823,61.2%,5862,https://www.hltv.org/stats/players/22085/spinnie?csVersion=CS2
Omichella,4534,56.0%,6791,https://www.hltv.org/stats/players/22629/omichella?csVersion=CS2
Ex3rcice,10104,55.5%,15198,https://www.hltv.org/stats/players/19739/ex3rcice?csVersion=CS2
fl0m,3348,48.4%,5025,https://www.hltv.org/stats/players/8503/fl0m?csVersion=CS2
sstiNiX,9077,58.9%,13737,https://www.hltv.org/stats/players/21431/sstinix?csVersion=CS2
f1redup,2991,44.0%,4261,https://www.hltv.org/stats/players/23452/f1redup?csVersion=CS2
sSen,5283,54.7%,8054,https://www.hltv.org/stats/players/24113/ssen?csVersion=CS2
clouden,3099,53.3%,4528,https://www.hltv.org/stats/players/18150/clouden?csVersion=CS2
expSasiKi,2822,51.3%,4323,https://www.hltv.org/stats/players/23596/expsasiki?csVersion=CS2
phr,3552,54.3%,5570,https://www.hltv.org/stats/players/11891/phr?csVersion=CS2
myltsi,7652,53.2%,11164,https://www.hltv.org/stats/players/21233/myltsi?csVersion=CS2
lenci,4171,47.7%,6331,https://www.hltv.org/stats/players/17997/lenci?csVersion=CS2
RCF,4666,35.0%,6809,https://www.hltv.org/stats/players/11337/rcf?csVersion=CS2
tabseN,8559,52.1%,13412,https://www.hltv.org/stats/players/5794/tabsen?csVersion=CS2
rzk,3656,62.4%,5517,https://www.hltv.org/stats/players/23150/rzk?csVersion=CS2
Malkiss,6180,29.2%,9089,https://www.hltv.org/stats/players/21065/malkiss?csVersion=CS2
Sapec,10003,58.3%,15205,https://www.hltv.org/stats/players/15569/sapec?csVersion=CS2
CoolComs,3848,58.8%,5544,https://www.hltv.org/stats/players/23410/coolcoms?csVersion=CS2
n1ssim,5593,50.4%,8835,https://www.hltv.org/stats/players/19686/n1ssim?csVersion=CS2
d1maje,3272,57.5%,4772,https://www.hltv.org/stats/players/21117/d1maje?csVersion=CS2
MITHPUTTINI,4149,31.3%,6141,https://www.hltv.org/stats/players/16661/mithputtini?csVersion=CS2
rainny,3228,55.4%,4723,https://www.hltv.org/stats/players/22421/rainny?csVersion=CS2
kauez,9906,61.5%,14930,https://www.hltv.org/stats/players/20085/kauez?csVersion=CS2
xureba,8138,51.4%,12681,https://www.hltv.org/stats/players/22362/xureba?csVersion=CS2
gas,2969,59.4%,4285,https://www.hltv.org/stats/players/10722/gas?csVersion=CS2
hyped,8994,28.7%,12472,https://www.hltv.org/stats/players/21468/hyped?csVersion=CS2
shalfey,7729,49.4%,11375,https://www.hltv.org/stats/players/17011/shalfey?csVersion=CS2
kr1vda,4513,58.3%,7141,https://www.hltv.org/stats/players/20421/kr1vda?csVersion=CS2
Skrimo,5175,53.2%,7948,https://www.hltv.org/stats/players/21657/skrimo?csVersion=CS2
nosraC,8853,49.4%,13333,https://www.hltv.org/stats/players/17918/nosrac?csVersion=CS2
Tr0ublE,3060,37.1%,4386,https://www.hltv.org/stats/players/22945/tr0uble?csVersion=CS2
mlhzin,3096,48.3%,4632,https://www.hltv.org/stats/players/21286/mlhzin?csVersion=CS2
TMKj,5215,60.4%,8003,https://www.hltv.org/stats/players/23237/tmkj?csVersion=CS2
KRIMZ,8537,46.4%,13756,https://www.hltv.org/stats/players/7528/krimz?csVersion=CS2
KENSI,10828,52.4%,16086,https://www.hltv.org/stats/players/19236/kensi?csVersion=CS2
bsd,5994,35.1%,8813,https://www.hltv.org/stats/players/21099/bsd?csVersion=CS2
motm,5261,51.3%,8085,https://www.hltv.org/stats/players/13230/motm?csVersion=CS2
HEAP,11757,61.0%,17422,https://www.hltv.org/stats/players/16029/heap?csVersion=CS2
paz,5649,53.3%,8407,https://www.hltv.org/stats/players/9353/paz?csVersion=CS2
S3NSEY,3215,36.7%,4642,https://www.hltv.org/stats/players/19107/s3nsey?csVersion=CS2
Pump,4674,53.7%,7233,https://www.hltv.org/stats/players/23292/pump?csVersion=CS2
bondik,8693,52.2%,13773,https://www.hltv.org/stats/players/2131/bondik?csVersion=CS2
TjP,5496,62.0%,8346,https://www.hltv.org/stats/players/20527/tjp?csVersion=CS2
mello,5154,33.7%,7463,https://www.hltv.org/stats/players/22084/mello?csVersion=CS2
aragornN,4003,51.9%,6147,https://www.hltv.org/stats/players/22807/aragornn?csVersion=CS2
CacaNito,6701,53.5%,9717,https://www.hltv.org/stats/players/18790/cacanito?csVersion=CS2
fino,6325,34.2%,9195,https://www.hltv.org/stats/players/20839/fino?csVersion=CS2
magixx,4825,52.9%,8073,https://www.hltv.org/stats/players/18317/magixx?csVersion=CS2
Schwarz,6086,52.4%,8866,https://www.hltv.org/stats/players/24149/schwarz?csVersion=CS2
happ,7850,50.8%,12051,https://www.hltv.org/stats/players/21284/happ?csVersion=CS2
dvrk,3189,39.7%,4686,https://www.hltv.org/stats/players/23137/dvrk?csVersion=CS2
b4rtiN,5465,55.8%,8681,https://www.hltv.org/stats/players/17585/b4rtin?csVersion=CS2
delle,4583,54.7%,6865,https://www.hltv.org/stats/players/22060/delle?csVersion=CS2
nafany,7662,53.8%,11829,https://www.hltv.org/stats/players/16921/nafany?csVersion=CS2
N2o,3478,49.0%,4676,https://www.hltv.org/stats/players/21705/n2o?csVersion=CS2
kwezz,9479,56.5%,14829,https://www.hltv.org/stats/players/13170/kwezz?csVersion=CS2
Ciocardau,6212,56.8%,9157,https://www.hltv.org/stats/players/15573/ciocardau?csVersion=CS2
matios,8403,55.1%,12939,https://www.hltv.org/stats/players/20897/matios?csVersion=CS2
Bibu,5890,59.6%,9336,https://www.hltv.org/stats/players/18163/bibu?csVersion=CS2
POLO,5670,34.5%,8350,https://www.hltv.org/stats/players/22474/polo?csVersion=CS2
danoco,5758,53.8%,8780,https://www.hltv.org/stats/players/16814/danoco?csVersion=CS2
saffee,5704,32.3%,8550,https://www.hltv.org/stats/players/18835/saffee?csVersion=CS2
kiR,3975,64.6%,5875,https://www.hltv.org/stats/players/10938/kir?csVersion=CS2
zock,8490,50.7%,12545,https://www.hltv.org/stats/players/20690/zock?csVersion=CS2
t3ns1on,6224,33.6%,9486,https://www.hltv.org/stats/players/21717/t3ns1on?csVersion=CS2
fury5k,3452,63.6%,5183,https://www.hltv.org/stats/players/21428/fury5k?csVersion=CS2
lukiz,4281,52.5%,6438,https://www.hltv.org/stats/players/23045/lukiz?csVersion=CS2
JW,11579,37.5%,17027,https://www.hltv.org/stats/players/3849/jw?csVersion=CS2
L00m1,6055,35.2%,9204,https://www.hltv.org/stats/players/21164/l00m1?csVersion=CS2
her1tage,2996,56.4%,4530,https://www.hltv.org/stats/players/22538/her1tage?csVersion=CS2
divine,4952,30.4%,7619,https://www.hltv.org/stats/players/23550/divine?csVersion=CS2
sh1nejezzz,6735,61.8%,10333,https://www.hltv.org/stats/players/22459/sh1nejezzz?csVersion=CS2
Noruyp,4482,26.8%,6143,https://www.hltv.org/stats/players/23471/noruyp?csVersion=CS2
AZUWU,9365,57.3%,13878,https://www.hltv.org/stats/players/22106/azuwu?csVersion=CS2
Goody,4573,50.1%,6810,https://www.hltv.org/stats/players/20782/goody?csVersion=CS2
brnz4n,6283,61.8%,9883,https://www.hltv.org/stats/players/20987/brnz4n?csVersion=CS2
buster,4561,54.0%,7222,https://www.hltv.org/stats/players/11942/buster?csVersion=CS2
ALLE,4680,50.6%,7319,https://www.hltv.org/stats/players/11922/alle?csVersion=CS2
rigoN,8754,55.6%,12565,https://www.hltv.org/stats/players/12708/rigon?csVersion=CS2
cLd,2866,57.9%,4347,https://www.hltv.org/stats/players/24716/cld?csVersion=CS2
salazar,7490,37.0%,11531,https://www.hltv.org/stats/players/21379/salazar?csVersion=CS2
vinaabEAST,4255,58.3%,6494,https://www.hltv.org/stats/players/22109/vinaabeast?csVersion=CS2
xns,3625,56.7%,5732,https://www.hltv.org/stats/players/20219/xns?csVersion=CS2
EMSTAR,3262,56.1%,4939,https://www.hltv.org/stats/players/21023/emstar?csVersion=CS2
MoriiSko,8994,59.2%,13777,https://www.hltv.org/stats/players/20229/moriisko?csVersion=CS2
alex,8156,49.6%,12779,https://www.hltv.org/stats/players/8371/alex?csVersion=CS2
riskyb0b,8922,56.9%,13785,https://www.hltv.org/stats/players/22460/riskyb0b?csVersion=CS2
jz,2713,54.5%,4242,https://www.hltv.org/stats/players/22779/jz?csVersion=CS2
gafolo,10267,40.4%,16008,https://www.hltv.org/stats/players/20558/gafolo?csVersion=CS2
arT,8012,48.2%,12382,https://www.hltv.org/stats/players/12521/art?csVersion=CS2
Mol011,3335,48.9%,4959,https://www.hltv.org/stats/players/22940/mol011?csVersion=CS2
Icarus,3641,55.2%,5529,https://www.hltv.org/stats/players/20683/icarus?csVersion=CS2
desh,4960,33.9%,7278,https://www.hltv.org/stats/players/17133/desh?csVersion=CS2
fanatyk,4970,49.0%,7880,https://www.hltv.org/stats/players/20071/fanatyk?csVersion=CS2
Hezz,3887,43.1%,5896,https://www.hltv.org/stats/players/20689/hezz?csVersion=CS2
Techno,7353,59.2%,11555,https://www.hltv.org/stats/players/20275/techno?csVersion=CS2
Chr1zN,10463,56.7%,16027,https://www.hltv.org/stats/players/21983/chr1zn?csVersion=CS2
El1an,3973,28.0%,5954,https://www.hltv.org/stats/players/13281/el1an?csVersion=CS2
d4rty,5456,54.9%,8289,https://www.hltv.org/stats/players/20564/d4rty?csVersion=CS2
ex1st,7078,56.3%,10688,https://www.hltv.org/stats/players/20960/ex1st?csVersion=CS2
nexa,5790,56.1%,9104,https://www.hltv.org/stats/players/9618/nexa?csVersion=CS2
deco,4858,51.4%,7748,https://www.hltv.org/stats/players/17039/deco?csVersion=CS2
walleN,2930,56.7%,4430,https://www.hltv.org/stats/players/24518/wallen?csVersion=CS2
Kristou,8519,41.1%,12879,https://www.hltv.org/stats/players/10961/kristou?csVersion=CS2
1NVISIBLEE,10235,56.5%,14950,https://www.hltv.org/stats/players/21369/1nvisiblee?csVersion=CS2
MAGILA,4077,50.3%,5881,https://www.hltv.org/stats/players/22191/magila?csVersion=CS2
Viggo,4122,54.4%,5851,https://www.hltv.org/stats/players/23106/viggo?csVersion=CS2
Kunai,3700,58.2%,5508,https://www.hltv.org/stats/players/25104/kunai?csVersion=CS2
cerber,4523,58.7%,6853,https://www.hltv.org/stats/players/18119/cerber?csVersion=CS2
faydett,8734,53.6%,13752,https://www.hltv.org/stats/players/20197/faydett?csVersion=CS2
FpSSS,5081,33.1%,7430,https://www.hltv.org/stats/players/20201/fpsss?csVersion=CS2
yvro,5376,50.9%,7761,https://www.hltv.org/stats/players/24244/yvro?csVersion=CS2
bsover,3062,43.2%,4402,https://www.hltv.org/stats/players/22380/bsover?csVersion=CS2
Boye,3457,55.4%,5278,https://www.hltv.org/stats/players/21574/boye?csVersion=CS2
noni,4744,37.8%,6991,https://www.hltv.org/stats/players/23598/noni?csVersion=CS2
sinnopsyy,8361,57.8%,12604,https://www.hltv.org/stats/players/18120/sinnopsyy?csVersion=CS2
virtuoso,5317,48.5%,8264,https://www.hltv.org/stats/players/22476/virtuoso?csVersion=CS2
majky,5641,56.6%,8400,https://www.hltv.org/stats/players/22280/majky?csVersion=CS2
Goofy,2884,42.5%,4522,https://www.hltv.org/stats/players/15428/goofy?csVersion=CS2
Magic,3105,41.6%,4601,https://www.hltv.org/stats/players/23589/magic?csVersion=CS2
Bukhavez,2860,50.4%,4488,https://www.hltv.org/stats/players/23334/bukhavez?csVersion=CS2
BluePho3nix,3012,57.9%,4702,https://www.hltv.org/stats/players/13618/bluepho3nix?csVersion=CS2
s-chilla,5707,55.2%,9164,https://www.hltv.org/stats/players/23413/s-chilla?csVersion=CS2
huNter-,6491,50.1%,10041,https://www.hltv.org/stats/players/3972/hunter?csVersion=CS2
jresy,2917,49.9%,4398,https://www.hltv.org/stats/players/21250/jresy?csVersion=CS2
ragga,9831,49.4%,14752,https://www.hltv.org/stats/players/17116/ragga?csVersion=CS2
Wonder,2793,57.4%,4347,https://www.hltv.org/stats/players/23696/wonder?csVersion=CS2
qx,4054,53.7%,6358,https://www.hltv.org/stats/players/25066/qx?csVersion=CS2
Brollan,5617,52.3%,8969,https://www.hltv.org/stats/players/13666/brollan?csVersion=CS2
maQuein,5144,33.7%,7623,https://www.hltv.org/stats/players/24972/maquein?csVersion=CS2
woozzzi,5325,36.8%,7703,https://www.hltv.org/stats/players/23469/woozzzi?csVersion=CS2
yxngstxr,8410,55.2%,12801,https://www.hltv.org/stats/players/22047/yxngstxr?csVersion=CS2
Queenix,7608,58.2%,12239,https://www.hltv.org/stats/players/13749/queenix?csVersion=CS2
jared,2882,51.1%,4303,https://www.hltv.org/stats/players/24527/jared?csVersion=CS2
Summer,6288,52.6%,9717,https://www.hltv.org/stats/players/7028/summer?csVersion=CS2
CeRq,8127,37.0%,12479,https://www.hltv.org/stats/players/11219/cerq?csVersion=CS2
ArroW,5094,60.7%,8277,https://www.hltv.org/stats/players/21500/arrow?csVersion=CS2
prt,5075,54.5%,7951,https://www.hltv.org/stats/players/10827/prt?csVersion=CS2
n1cks,3369,33.5%,5103,https://www.hltv.org/stats/players/23588/n1cks?csVersion=CS2
fnl,5175,57.3%,7944,https://www.hltv.org/stats/players/22563/fnl?csVersion=CS2
fokiu,3658,55.5%,5618,https://www.hltv.org/stats/players/22082/fokiu?csVersion=CS2
stadodo,7913,35.7%,12419,https://www.hltv.org/stats/players/11205/stadodo?csVersion=CS2
Qikert,6892,59.3%,11029,https://www.hltv.org/stats/players/13239/qikert?csVersion=CS2
bnc,5632,48.8%,8711,https://www.hltv.org/stats/players/13287/bnc?csVersion=CS2
Ro1f,9873,58.6%,15968,https://www.hltv.org/stats/players/21012/ro1f?csVersion=CS2
beastik,12763,57.3%,20508,https://www.hltv.org/stats/players/11199/beastik?csVersion=CS2
fozil,9381,58.3%,14324,https://www.hltv.org/stats/players/20956/fozil?csVersion=CS2
ariucle,4707,66.8%,7490,https://www.hltv.org/stats/players/21396/ariucle?csVersion=CS2
chelo,7028,62.6%,10994,https://www.hltv.org/stats/players/10566/chelo?csVersion=CS2
mwlky,3268,35.7%,4885,https://www.hltv.org/stats/players/20413/mwlky?csVersion=CS2
gxx-,5612,34.6%,8170,https://www.hltv.org/stats/players/19725/gxx?csVersion=CS2
AntyVirus,5096,50.1%,7490,https://www.hltv.org/stats/players/22129/antyvirus?csVersion=CS2
spardaus,4012,55.2%,6110,https://www.hltv.org/stats/players/22101/spardaus?csVersion=CS2
Vacancy,6227,53.0%,9735,https://www.hltv.org/stats/players/22192/vacancy?csVersion=CS2
foggers,3247,53.2%,4947,https://www.hltv.org/stats/players/20351/foggers?csVersion=CS2
Magisk,4745,54.2%,7512,https://www.hltv.org/stats/players/9032/magisk?csVersion=CS2
MisteM,4331,57.5%,6882,https://www.hltv.org/stats/players/16811/mistem?csVersion=CS2
shady,3832,32.6%,5761,https://www.hltv.org/stats/players/21392/shady?csVersion=CS2
awzek,5866,52.5%,9085,https://www.hltv.org/stats/players/14061/awzek?csVersion=CS2
bekker,3954,33.9%,5987,https://www.hltv.org/stats/players/24425/bekker?csVersion=CS2
Keoz,9012,60.0%,13922,https://www.hltv.org/stats/players/15117/keoz?csVersion=CS2
skullz,5000,55.9%,7876,https://www.hltv.org/stats/players/18676/skullz?csVersion=CS2
k4nfuz,6203,63.1%,9868,https://www.hltv.org/stats/players/24818/k4nfuz?csVersion=CS2
AdrieN,5640,55.9%,8163,https://www.hltv.org/stats/players/23767/adrien?csVersion=CS2
fREQ,6300,55.0%,9891,https://www.hltv.org/stats/players/20885/freq?csVersion=CS2
vision,4472,60.4%,6928,https://www.hltv.org/stats/players/23346/vision?csVersion=CS2
bodyy,7266,57.2%,11384,https://www.hltv.org/stats/players/8374/bodyy?csVersion=CS2
perez,3184,56.3%,4849,https://www.hltv.org/stats/players/21290/perez?csVersion=CS2
Levi,3326,52.1%,5096,https://www.hltv.org/stats/players/15437/levi?csVersion=CS2
dan1,3242,50.1%,5152,https://www.hltv.org/stats/players/18788/dan1?csVersion=CS2
iDISBALANCE,8725,29.1%,13178,https://www.hltv.org/stats/players/14273/idisbalance?csVersion=CS2
Lack1,10891,50.7%,16393,https://www.hltv.org/stats/players/13240/lack1?csVersion=CS2
Efire,4921,55.9%,7436,https://www.hltv.org/stats/players/22414/efire?csVersion=CS2
arTisT,7059,38.3%,10486,https://www.hltv.org/stats/players/20336/artist?csVersion=CS2
syrsoN,3317,30.9%,4863,https://www.hltv.org/stats/players/7266/syrson?csVersion=CS2
Prism,8058,54.4%,12569,https://www.hltv.org/stats/players/18979/prism?csVersion=CS2
maaryy,14598,53.5%,22980,https://www.hltv.org/stats/players/20284/maaryy?csVersion=CS2
sAvana1,5781,56.0%,9233,https://www.hltv.org/stats/players/21299/savana1?csVersion=CS2
kumao,4880,57.7%,7571,https://www.hltv.org/stats/players/23386/kumao?csVersion=CS2
yepz,4735,55.6%,7786,https://www.hltv.org/stats/players/16954/yepz?csVersion=CS2
SELLTER,13421,54.4%,21356,https://www.hltv.org/stats/players/18670/sellter?csVersion=CS2
pz,5156,32.9%,7977,https://www.hltv.org/stats/players/18736/pz?csVersion=CS2
Maze,5612,54.7%,8446,https://www.hltv.org/stats/players/20033/maze?csVersion=CS2
neaLaN,5715,58.3%,8922,https://www.hltv.org/stats/players/11940/nealan?csVersion=CS2
morelz,4132,51.7%,6116,https://www.hltv.org/stats/players/8324/morelz?csVersion=CS2
b0denmaster,6066,34.5%,9141,https://www.hltv.org/stats/players/15501/b0denmaster?csVersion=CS2
ANSG1,3087,44.1%,4943,https://www.hltv.org/stats/players/21773/ansg1?csVersion=CS2
Gabe,5052,54.8%,7864,https://www.hltv.org/stats/players/20234/gabe?csVersion=CS2
hitori,2890,53.1%,4544,https://www.hltv.org/stats/players/23544/hitori?csVersion=CS2
kreaz,8327,47.9%,12952,https://www.hltv.org/stats/players/9911/kreaz?csVersion=CS2
tory,3641,54.8%,5490,https://www.hltv.org/stats/players/16497/tory?csVersion=CS2
dav1g,9448,47.0%,14727,https://www.hltv.org/stats/players/19509/dav1g?csVersion=CS2
brett,6048,48.1%,9076,https://www.hltv.org/stats/players/14799/brett?csVersion=CS2
max,7476,52.2%,12210,https://www.hltv.org/stats/players/12092/max?csVersion=CS2
Extinct,6465,54.8%,9860,https://www.hltv.org/stats/players/20339/extinct?csVersion=CS2
Tarkky,3718,54.4%,5645,https://www.hltv.org/stats/players/21967/tarkky?csVersion=CS2
X5G7V,8017,48.3%,12554,https://www.hltv.org/stats/players/19575/x5g7v?csVersion=CS2
millert,5529,35.4%,8706,https://www.hltv.org/stats/players/21930/millert?csVersion=CS2
PlesseN,6501,56.1%,9802,https://www.hltv.org/stats/players/9811/plessen?csVersion=CS2
STYKO,2927,58.8%,4764,https://www.hltv.org/stats/players/6904/styko?csVersion=CS2
Peppzor,3738,54.9%,5974,https://www.hltv.org/stats/players/15949/peppzor?csVersion=CS2
anttzz,3813,63.2%,5949,https://www.hltv.org/stats/players/21686/anttzz?csVersion=CS2
Something,7623,60.9%,11920,https://www.hltv.org/stats/players/22327/something?csVersion=CS2
uli,4470,56.0%,7013,https://www.hltv.org/stats/players/9818/uli?csVersion=CS2
Nexius,2930,56.2%,4493,https://www.hltv.org/stats/players/20872/nexius?csVersion=CS2
hoax,3626,50.8%,5766,https://www.hltv.org/stats/players/19991/hoax?csVersion=CS2
Stx,3039,54.9%,4696,https://www.hltv.org/stats/players/16581/stx?csVersion=CS2
bevve,3157,52.7%,4832,https://www.hltv.org/stats/players/20908/bevve?csVersion=CS2
raalz,12113,62.1%,19644,https://www.hltv.org/stats/players/2898/raalz?csVersion=CS2
niko,5334,54.9%,8418,https://www.hltv.org/stats/players/10264/niko?csVersion=CS2
esenthial,8615,63.9%,13820,https://www.hltv.org/stats/players/23643/esenthial?csVersion=CS2
Cooper,3466,40.6%,5000,https://www.hltv.org/stats/players/15007/cooper?csVersion=CS2
HENU,3984,49.0%,5984,https://www.hltv.org/stats/players/18848/henu?csVersion=CS2
dott1,3753,57.0%,5842,https://www.hltv.org/stats/players/24091/dott1?csVersion=CS2
realzen,3211,55.2%,5018,https://www.hltv.org/stats/players/24261/realzen?csVersion=CS2
dex,7745,55.9%,12179,https://www.hltv.org/stats/players/22914/dex?csVersion=CS2
senka,4738,47.2%,8048,https://www.hltv.org/stats/players/22878/senka?csVersion=CS2
MUTiRiS,6158,52.3%,10110,https://www.hltv.org/stats/players/630/mutiris?csVersion=CS2
robo,6271,49.5%,9641,https://www.hltv.org/stats/players/22864/robo?csVersion=CS2
Boombl4,7790,43.1%,12724,https://www.hltv.org/stats/players/11840/boombl4?csVersion=CS2
Jackinho,9307,43.4%,14345,https://www.hltv.org/stats/players/13669/jackinho?csVersion=CS2
c0llins,7462,55.2%,11740,https://www.hltv.org/stats/players/13026/c0llins?csVersion=CS2
tatazin,3441,49.4%,5468,https://www.hltv.org/stats/players/10840/tatazin?csVersion=CS2
LNZ,7867,54.7%,12954,https://www.hltv.org/stats/players/19310/lnz?csVersion=CS2
TyRa,3372,57.0%,5049,https://www.hltv.org/stats/players/23690/tyra?csVersion=CS2
easy,4823,33.8%,7438,https://www.hltv.org/stats/players/23360/easy?csVersion=CS2
snapy,6257,52.4%,9346,https://www.hltv.org/stats/players/17003/snapy?csVersion=CS2
Chill,5185,58.8%,7972,https://www.hltv.org/stats/players/19812/chill?csVersion=CS2
j0w,4533,58.2%,7079,https://www.hltv.org/stats/players/22364/j0w?csVersion=CS2
drg,6951,56.6%,11352,https://www.hltv.org/stats/players/16645/drg?csVersion=CS2
leo_drk,3542,54.2%,5447,https://www.hltv.org/stats/players/11329/leo-drk?csVersion=CS2
sm3t,3915,50.3%,6256,https://www.hltv.org/stats/players/20600/sm3t?csVersion=CS2
Graviti,8647,58.9%,13473,https://www.hltv.org/stats/players/21969/graviti?csVersion=CS2
dan4o,2657,60.9%,4453,https://www.hltv.org/stats/players/25011/dan4o?csVersion=CS2
nikz,2965,53.5%,4877,https://www.hltv.org/stats/players/24717/nikz?csVersion=CS2
kyxsan,7098,52.5%,12041,https://www.hltv.org/stats/players/19677/kyxsan?csVersion=CS2
JT,5766,54.5%,9469,https://www.hltv.org/stats/players/11630/jt?csVersion=CS2
opdust,3719,54.0%,6238,https://www.hltv.org/stats/players/21988/opdust?csVersion=CS2
Jyo,3115,50.3%,5097,https://www.hltv.org/stats/players/12269/jyo?csVersion=CS2
Gizmy,8834,52.7%,14141,https://www.hltv.org/stats/players/21816/gizmy?csVersion=CS2
hfah,5508,62.1%,8481,https://www.hltv.org/stats/players/23765/hfah?csVersion=CS2
brn$,2734,40.9%,4346,https://www.hltv.org/stats/players/21700/brn?csVersion=CS2
byr9,3112,58.7%,5151,https://www.hltv.org/stats/players/19590/byr9?csVersion=CS2
ADRON,3910,56.5%,6309,https://www.hltv.org/stats/players/18294/adron?csVersion=CS2
arvid,3774,54.2%,5940,https://www.hltv.org/stats/players/9325/arvid?csVersion=CS2
casey,3061,56.1%,4790,https://www.hltv.org/stats/players/20349/casey?csVersion=CS2
meowpop,2935,62.5%,4799,https://www.hltv.org/stats/players/24997/meowpop?csVersion=CS2
SkulL,3182,47.3%,5055,https://www.hltv.org/stats/players/14290/skull?csVersion=CS2
kadziu,3469,59.5%,5393,https://www.hltv.org/stats/players/22011/kadziu?csVersion=CS2
jsfeltner,3585,48.4%,5454,https://www.hltv.org/stats/players/20330/jsfeltner?csVersion=CS2
isak,6706,54.2%,10711,https://www.hltv.org/stats/players/17937/isak?csVersion=CS2
PR1mE,3018,55.4%,4533,https://www.hltv.org/stats/players/19038/pr1me?csVersion=CS2
FreeZe,7228,45.6%,11497,https://www.hltv.org/stats/players/20122/freeze?csVersion=CS2
cbass,3197,51.5%,5101,https://www.hltv.org/stats/players/21749/cbass?csVersion=CS2
k1to,4606,63.4%,7157,https://www.hltv.org/stats/players/12781/k1to?csVersion=CS2
kelieN,5886,52.0%,9388,https://www.hltv.org/stats/players/23048/kelien?csVersion=CS2
suma,2956,54.3%,4705,https://www.hltv.org/stats/players/24151/suma?csVersion=CS2
Svedjehed,2709,53.1%,4468,https://www.hltv.org/stats/players/20133/svedjehed?csVersion=CS2
Leomonster,7416,56.8%,11467,https://www.hltv.org/stats/players/17132/leomonster?csVersion=CS2
WOOD7,9864,32.8%,15697,https://www.hltv.org/stats/players/14390/wood7?csVersion=CS2
The eLiVe,8202,51.9%,13652,https://www.hltv.org/stats/players/14388/the-elive?csVersion=CS2
zeRRoFIX,9177,56.3%,14401,https://www.hltv.org/stats/players/23415/zerrofix?csVersion=CS2
P3R3IIRA,2930,51.2%,4697,https://www.hltv.org/stats/players/20750/p3r3iira?csVersion=CS2
BK1,4762,59.1%,7634,https://www.hltv.org/stats/players/19872/bk1?csVersion=CS2
Bhavi,3185,59.9%,5024,https://www.hltv.org/stats/players/23323/bhavi?csVersion=CS2
NBK-,4209,56.1%,6824,https://www.hltv.org/stats/players/7168/nbk?csVersion=CS2
JUST,2962,56.1%,4676,https://www.hltv.org/stats/players/8998/just?csVersion=CS2
CAJUN,3507,48.4%,5515,https://www.hltv.org/stats/players/20273/cajun?csVersion=CS2
tucks,4604,50.3%,7367,https://www.hltv.org/stats/players/9108/tucks?csVersion=CS2
interz,4619,50.6%,7889,https://www.hltv.org/stats/players/15071/interz?csVersion=CS2
Kat,3527,43.8%,5629,https://www.hltv.org/stats/players/21756/kat?csVersion=CS2
1eeR,8985,47.5%,14776,https://www.hltv.org/stats/players/21266/1eer?csVersion=CS2
stanislaw,5921,54.2%,10007,https://www.hltv.org/stats/players/8507/stanislaw?csVersion=CS2
leen,4770,58.5%,7586,https://www.hltv.org/stats/players/20794/leen?csVersion=CS2
onic,5710,56.5%,9796,https://www.hltv.org/stats/players/24168/onic?csVersion=CS2
MaLLby,2922,53.4%,4866,https://www.hltv.org/stats/players/17216/mallby?csVersion=CS2
SPine,3724,56.8%,6031,https://www.hltv.org/stats/players/20258/spine?csVersion=CS2
chudy,3337,57.9%,5145,https://www.hltv.org/stats/players/24242/chudy?csVersion=CS2
Get_Jeka,7832,55.9%,12542,https://www.hltv.org/stats/players/18671/get-jeka?csVersion=CS2
ztr,7751,48.5%,12786,https://www.hltv.org/stats/players/16486/ztr?csVersion=CS2
PsychoDoctor,3204,51.1%,5156,https://www.hltv.org/stats/players/23835/psychodoctor?csVersion=CS2
puuha,3969,54.0%,6483,https://www.hltv.org/stats/players/22144/puuha?csVersion=CS2
rafaxF,5105,33.1%,7705,https://www.hltv.org/stats/players/20054/rafaxf?csVersion=CS2
ERSIN,3482,58.4%,5510,https://www.hltv.org/stats/players/21213/ersin?csVersion=CS2
remix,5937,30.3%,9220,https://www.hltv.org/stats/players/2544/remix?csVersion=CS2
facecrack,3975,51.0%,6243,https://www.hltv.org/stats/players/8726/facecrack?csVersion=CS2
fl4sh,2733,45.7%,4340,https://www.hltv.org/stats/players/6553/fl4sh?csVersion=CS2
b0RUP,4900,66.4%,7896,https://www.hltv.org/stats/players/9896/b0rup?csVersion=CS2
fEAR,11547,47.6%,18971,https://www.hltv.org/stats/players/17803/fear?csVersion=CS2
