Player,Total Kills,Headshot %,Rounds played,Profile URL
SunPayus,7001,35.4%,10060,https://www.hltv.org/stats/players/19164/sunpayus?csVersion=CS2
rdnzao,11495,52.8%,16663,https://www.hltv.org/stats/players/21921/rdnzao?csVersion=CS2
Re1GN,4383,58.9%,6129,https://www.hltv.org/stats/players/19962/re1gn?csVersion=CS2
togs,6296,49.1%,8861,https://www.hltv.org/stats/players/20084/togs?csVersion=CS2
SHiPZ,5757,55.7%,7797,https://www.hltv.org/stats/players/11343/shipz?csVersion=CS2
RUSH,4154,51.3%,6081,https://www.hltv.org/stats/players/7805/rush?csVersion=CS2
story,7396,35.5%,10500,https://www.hltv.org/stats/players/20462/story?csVersion=CS2
zorte,8719,35.1%,12220,https://www.hltv.org/stats/players/15662/zorte?csVersion=CS2
Staehr,6741,54.2%,9920,https://www.hltv.org/stats/players/20304/staehr?csVersion=CS2
chayJESUS,7434,52.5%,10870,https://www.hltv.org/stats/players/20026/chayjesus?csVersion=CS2
Zanto,5535,60.3%,8475,https://www.hltv.org/stats/players/21381/zanto?csVersion=CS2
BELCHONOKK,10228,49.7%,14777,https://www.hltv.org/stats/players/19235/belchonokk?csVersion=CS2
Botman,4386,49.9%,6411,https://www.hltv.org/stats/players/24105/botman?csVersion=CS2
Ryujin,9212,56.7%,13223,https://www.hltv.org/stats/players/19703/ryujin?csVersion=CS2
Matheos,6076,61.7%,8493,https://www.hltv.org/stats/players/24332/matheos?csVersion=CS2
mawth,3741,49.7%,5448,https://www.hltv.org/stats/players/10838/mawth?csVersion=CS2
abiraju,4673,55.5%,7027,https://www.hltv.org/stats/players/21445/abiraju?csVersion=CS2
Cjoffo,15542,61.4%,23441,https://www.hltv.org/stats/players/21302/cjoffo?csVersion=CS2
KEi,6428,49.8%,9054,https://www.hltv.org/stats/players/17504/kei?csVersion=CS2
noway,9783,53.5%,14258,https://www.hltv.org/stats/players/22564/noway?csVersion=CS2
Xant3r,10163,57.0%,15306,https://www.hltv.org/stats/players/20387/xant3r?csVersion=CS2
VLDN,7814,56.4%,11938,https://www.hltv.org/stats/players/20813/vldn?csVersion=CS2
Roninbaby,3138,58.3%,4292,https://www.hltv.org/stats/players/19735/roninbaby?csVersion=CS2
tom1jed,6467,68.0%,9176,https://www.hltv.org/stats/players/18554/tom1jed?csVersion=CS2
diozera,4872,56.2%,7017,https://www.hltv.org/stats/players/22777/diozera?csVersion=CS2
Dragon,9419,53.3%,13108,https://www.hltv.org/stats/players/20253/dragon?csVersion=CS2
Misfit,3362,32.6%,4903,https://www.hltv.org/stats/players/22163/misfit?csVersion=CS2
KalubeR,4106,53.7%,5885,https://www.hltv.org/stats/players/15385/kaluber?csVersion=CS2
910,8233,34.2%,11555,https://www.hltv.org/stats/players/21809/910?csVersion=CS2
Mokuj1n,6317,56.8%,9473,https://www.hltv.org/stats/players/24176/mokuj1n?csVersion=CS2
iM,6879,46.1%,9825,https://www.hltv.org/stats/players/14759/im?csVersion=CS2
hypex,5983,41.7%,8749,https://www.hltv.org/stats/players/23766/hypex?csVersion=CS2
slump,3653,37.7%,5120,https://www.hltv.org/stats/players/24048/slump?csVersion=CS2
bl1x1,11804,63.3%,17845,https://www.hltv.org/stats/players/22803/bl1x1?csVersion=CS2
CRUC1AL,6592,32.1%,9123,https://www.hltv.org/stats/players/7996/cruc1al?csVersion=CS2
4X1s,4585,53.5%,6599,https://www.hltv.org/stats/players/21513/4x1s?csVersion=CS2
olimp,8571,52.3%,12618,https://www.hltv.org/stats/players/21263/olimp?csVersion=CS2
jcobbb,5721,64.9%,8266,https://www.hltv.org/stats/players/22383/jcobbb?csVersion=CS2
Anlelele,10951,47.3%,15791,https://www.hltv.org/stats/players/20417/anlelele?csVersion=CS2
hallzerk,5402,40.4%,7846,https://www.hltv.org/stats/players/12840/hallzerk?csVersion=CS2
Grim,6376,51.2%,8933,https://www.hltv.org/stats/players/13578/grim?csVersion=CS2
mantuu,8549,31.6%,12064,https://www.hltv.org/stats/players/10981/mantuu?csVersion=CS2
khaN,11227,35.5%,15632,https://www.hltv.org/stats/players/23317/khan?csVersion=CS2
realz1n,4312,54.5%,6592,https://www.hltv.org/stats/players/16769/realz1n?csVersion=CS2
sjuush,8236,52.4%,12229,https://www.hltv.org/stats/players/14148/sjuush?csVersion=CS2
cronuss,5629,56.8%,7955,https://www.hltv.org/stats/players/23770/cronuss?csVersion=CS2
moonwalk,5337,62.0%,7845,https://www.hltv.org/stats/players/22703/moonwalk?csVersion=CS2
kade0,4163,52.4%,6212,https://www.hltv.org/stats/players/18752/kade0?csVersion=CS2
stavn,4806,45.5%,6833,https://www.hltv.org/stats/players/10994/stavn?csVersion=CS2
NickyB,3129,52.0%,4650,https://www.hltv.org/stats/players/24104/nickyb?csVersion=CS2
zont1x,5782,39.2%,8938,https://www.hltv.org/stats/players/20423/zont1x?csVersion=CS2
adamS,7493,41.1%,10942,https://www.hltv.org/stats/players/19698/adams?csVersion=CS2
BOROS,5177,68.0%,6857,https://www.hltv.org/stats/players/19763/boros?csVersion=CS2
mezii,6392,57.4%,9995,https://www.hltv.org/stats/players/18462/mezii?csVersion=CS2
Neityu,10739,54.2%,15953,https://www.hltv.org/stats/players/21972/neityu?csVersion=CS2
Fessor,3962,60.4%,5531,https://www.hltv.org/stats/players/16718/fessor?csVersion=CS2
Botpa1,3240,59.4%,4713,https://www.hltv.org/stats/players/25010/botpa1?csVersion=CS2
nota,8974,58.8%,12946,https://www.hltv.org/stats/players/22929/nota?csVersion=CS2
jackasmo,12071,61.4%,17384,https://www.hltv.org/stats/players/23414/jackasmo?csVersion=CS2
kmrn,4160,52.8%,6073,https://www.hltv.org/stats/players/20572/kmrn?csVersion=CS2
pavv,3842,54.1%,5500,https://www.hltv.org/stats/players/19086/pavv?csVersion=CS2
2high,4983,48.1%,7454,https://www.hltv.org/stats/players/20677/2high?csVersion=CS2
SaVage,3517,59.4%,5388,https://www.hltv.org/stats/players/20244/savage?csVersion=CS2
ZEDKO,9371,62.6%,13658,https://www.hltv.org/stats/players/8488/zedko?csVersion=CS2
pepe,4262,56.2%,6272,https://www.hltv.org/stats/players/23461/pepe?csVersion=CS2
cptkurtka023,10931,58.7%,15929,https://www.hltv.org/stats/players/16147/cptkurtka023?csVersion=CS2
teme,6504,55.0%,9695,https://www.hltv.org/stats/players/22733/teme?csVersion=CS2
damyo,5658,54.0%,7921,https://www.hltv.org/stats/players/19906/damyo?csVersion=CS2
sowalio,8874,57.3%,13107,https://www.hltv.org/stats/players/22325/sowalio?csVersion=CS2
Sdaim,13067,58.2%,19423,https://www.hltv.org/stats/players/23047/sdaim?csVersion=CS2
nawwk,9799,40.0%,14077,https://www.hltv.org/stats/players/13670/nawwk?csVersion=CS2
Peeping,8122,56.9%,11520,https://www.hltv.org/stats/players/22135/peeping?csVersion=CS2
nacho,5025,60.5%,7312,https://www.hltv.org/stats/players/19985/nacho?csVersion=CS2
krazy,5721,46.6%,8094,https://www.hltv.org/stats/players/23140/krazy?csVersion=CS2
lan,3245,39.9%,4441,https://www.hltv.org/stats/players/16768/lan?csVersion=CS2
Westmelon,5564,58.3%,8150,https://www.hltv.org/stats/players/16551/westmelon?csVersion=CS2
jabbi,6581,60.9%,9560,https://www.hltv.org/stats/players/17956/jabbi?csVersion=CS2
F1KU,6470,58.3%,9652,https://www.hltv.org/stats/players/19044/f1ku?csVersion=CS2
sausol,9904,53.9%,13915,https://www.hltv.org/stats/players/18749/sausol?csVersion=CS2
Krabeni,9638,58.2%,13548,https://www.hltv.org/stats/players/22203/krabeni?csVersion=CS2
brutmonster,16254,34.9%,23256,https://www.hltv.org/stats/players/21783/brutmonster?csVersion=CS2
BledarD,7317,33.2%,10229,https://www.hltv.org/stats/players/20434/bledard?csVersion=CS2
dycha,7176,57.3%,10646,https://www.hltv.org/stats/players/16080/dycha?csVersion=CS2
jks,3356,57.8%,5017,https://www.hltv.org/stats/players/4679/jks?csVersion=CS2
nifee,5501,56.2%,8157,https://www.hltv.org/stats/players/22643/nifee?csVersion=CS2
detr0ittJ,8116,33.9%,11704,https://www.hltv.org/stats/players/18610/detr0ittj?csVersion=CS2
abizz,5646,58.6%,8504,https://www.hltv.org/stats/players/20451/abizz?csVersion=CS2
hades,8751,32.4%,12199,https://www.hltv.org/stats/players/16848/hades?csVersion=CS2
shield,4602,31.6%,6645,https://www.hltv.org/stats/players/17117/shield?csVersion=CS2
arrozdoce,7261,59.2%,11184,https://www.hltv.org/stats/players/20465/arrozdoce?csVersion=CS2
hAdji,8408,53.8%,11982,https://www.hltv.org/stats/players/9656/hadji?csVersion=CS2
zevy,8446,36.2%,11922,https://www.hltv.org/stats/players/19692/zevy?csVersion=CS2
YumsaN,4079,35.1%,6044,https://www.hltv.org/stats/players/20504/yumsan?csVersion=CS2
Raijin,7504,59.6%,10821,https://www.hltv.org/stats/players/20207/raijin?csVersion=CS2
yiksrezo,3483,62.4%,4903,https://www.hltv.org/stats/players/24485/yiksrezo?csVersion=CS2
SpavaQu,7111,39.6%,9798,https://www.hltv.org/stats/players/24179/spavaqu?csVersion=CS2
DEPRESHN,4401,37.0%,6341,https://www.hltv.org/stats/players/19786/depreshn?csVersion=CS2
xm1nd,3330,37.3%,4722,https://www.hltv.org/stats/players/24114/xm1nd?csVersion=CS2
chelleos,5911,35.7%,8401,https://www.hltv.org/stats/players/12877/chelleos?csVersion=CS2
Demho,9684,50.5%,14926,https://www.hltv.org/stats/players/18070/demho?csVersion=CS2
Drop,3114,49.1%,4542,https://www.hltv.org/stats/players/22794/drop?csVersion=CS2
FL1T,5787,51.3%,8450,https://www.hltv.org/stats/players/12732/fl1t?csVersion=CS2
Alisson,5933,50.6%,8479,https://www.hltv.org/stats/players/20521/alisson?csVersion=CS2
ammar,6329,66.6%,9212,https://www.hltv.org/stats/players/21109/ammar?csVersion=CS2
kaze,4310,40.8%,6513,https://www.hltv.org/stats/players/8950/kaze?csVersion=CS2
ivz,5558,36.9%,8042,https://www.hltv.org/stats/players/20992/ivz?csVersion=CS2
Smash,9623,51.6%,14646,https://www.hltv.org/stats/players/18240/smash?csVersion=CS2
Frontsiderr,5040,58.8%,7475,https://www.hltv.org/stats/players/20945/frontsiderr?csVersion=CS2
woxic,7545,34.8%,10891,https://www.hltv.org/stats/players/8574/woxic?csVersion=CS2
fineshine52,5704,40.2%,8252,https://www.hltv.org/stats/players/23783/fineshine52?csVersion=CS2
ROUX,5964,55.3%,8610,https://www.hltv.org/stats/players/19229/roux?csVersion=CS2
Blytz,9777,53.9%,14039,https://www.hltv.org/stats/players/12945/blytz?csVersion=CS2
bobeksde,13189,58.7%,18907,https://www.hltv.org/stats/players/21159/bobeksde?csVersion=CS2
szejn,7746,53.8%,11186,https://www.hltv.org/stats/players/17113/szejn?csVersion=CS2
N1ghtraid,3480,34.4%,4767,https://www.hltv.org/stats/players/20320/n1ghtraid?csVersion=CS2
Burmylov,9442,37.9%,12902,https://www.hltv.org/stats/players/22904/burmylov?csVersion=CS2
Joey,3366,50.6%,4809,https://www.hltv.org/stats/players/25253/joey?csVersion=CS2
TeSeS,7569,58.8%,11529,https://www.hltv.org/stats/players/12018/teses?csVersion=CS2
torzsi,7334,33.8%,10410,https://www.hltv.org/stats/players/18072/torzsi?csVersion=CS2
pr1metapz,6063,56.9%,9408,https://www.hltv.org/stats/players/21139/pr1metapz?csVersion=CS2
MoDo,7135,33.4%,10317,https://www.hltv.org/stats/players/21113/modo?csVersion=CS2
KAISER,7759,37.0%,11821,https://www.hltv.org/stats/players/18322/kaiser?csVersion=CS2
yuurih,7414,47.7%,11362,https://www.hltv.org/stats/players/12553/yuurih?csVersion=CS2
autimatic,3123,51.9%,4530,https://www.hltv.org/stats/players/8735/autimatic?csVersion=CS2
Sandman,6260,56.3%,9058,https://www.hltv.org/stats/players/22552/sandman?csVersion=CS2
fr3nd,8831,36.5%,12218,https://www.hltv.org/stats/players/20018/fr3nd?csVersion=CS2
eightz999,4903,37.0%,6929,https://www.hltv.org/stats/players/20883/eightz999?csVersion=CS2
mag1k3Y,5836,36.3%,8155,https://www.hltv.org/stats/players/22536/mag1k3y?csVersion=CS2
history,6030,33.1%,8616,https://www.hltv.org/stats/players/20939/history?csVersion=CS2
podi,7734,31.1%,11002,https://www.hltv.org/stats/players/21815/podi?csVersion=CS2
anber,4462,61.3%,6424,https://www.hltv.org/stats/players/22948/anber?csVersion=CS2
tele,4158,55.2%,6042,https://www.hltv.org/stats/players/24556/tele?csVersion=CS2
nitr0,5358,52.9%,8253,https://www.hltv.org/stats/players/7687/nitr0?csVersion=CS2
fame,5918,60.4%,8875,https://www.hltv.org/stats/players/20101/fame?csVersion=CS2
Qlocuu,7604,53.6%,10927,https://www.hltv.org/stats/players/22473/qlocuu?csVersion=CS2
twist,10738,51.7%,16569,https://www.hltv.org/stats/players/7443/twist?csVersion=CS2
nyezin,6575,50.8%,9822,https://www.hltv.org/stats/players/22126/nyezin?csVersion=CS2
timo,4383,57.2%,6390,https://www.hltv.org/stats/players/24863/timo?csVersion=CS2
KaiR0N-,9604,57.0%,13532,https://www.hltv.org/stats/players/19920/kair0n?csVersion=CS2
biguzera,8962,55.3%,13709,https://www.hltv.org/stats/players/18141/biguzera?csVersion=CS2
s4ltovsk1yy,9047,39.2%,13040,https://www.hltv.org/stats/players/19614/s4ltovsk1yy?csVersion=CS2
7Kick,5802,43.6%,8498,https://www.hltv.org/stats/players/20889/7kick?csVersion=CS2
KIRO,10179,41.4%,15057,https://www.hltv.org/stats/players/20534/kiro?csVersion=CS2
kralle,3896,54.5%,5524,https://www.hltv.org/stats/players/22810/kralle?csVersion=CS2
yuramyata,7673,34.5%,10849,https://www.hltv.org/stats/players/24172/yuramyata?csVersion=CS2
Lucaozy,8700,50.4%,12319,https://www.hltv.org/stats/players/18717/lucaozy?csVersion=CS2
amster,8348,47.1%,12702,https://www.hltv.org/stats/players/19617/amster?csVersion=CS2
juanflatroo,7414,60.5%,10232,https://www.hltv.org/stats/players/17147/juanflatroo?csVersion=CS2
guty,4278,61.8%,6420,https://www.hltv.org/stats/players/24749/guty?csVersion=CS2
SaMey,11184,38.7%,16140,https://www.hltv.org/stats/players/20245/samey?csVersion=CS2
manguss,5794,47.9%,8397,https://www.hltv.org/stats/players/16432/manguss?csVersion=CS2
broky,7805,35.6%,11106,https://www.hltv.org/stats/players/18053/broky?csVersion=CS2
Polbandana,4126,60.5%,6040,https://www.hltv.org/stats/players/22680/polbandana?csVersion=CS2
snow,9173,49.1%,13772,https://www.hltv.org/stats/players/20171/snow?csVersion=CS2
gump,3800,54.1%,5628,https://www.hltv.org/stats/players/19730/gump?csVersion=CS2
imoRR,4205,47.3%,5887,https://www.hltv.org/stats/players/15835/imorr?csVersion=CS2
Walco,3933,58.0%,5875,https://www.hltv.org/stats/players/17929/walco?csVersion=CS2
AW,8476,56.1%,12437,https://www.hltv.org/stats/players/22076/aw?csVersion=CS2
zede,5858,63.2%,8444,https://www.hltv.org/stats/players/21100/zede?csVersion=CS2
rud,4141,33.9%,5626,https://www.hltv.org/stats/players/21512/rud?csVersion=CS2
Pechyn,3576,54.6%,5119,https://www.hltv.org/stats/players/12612/pechyn?csVersion=CS2
NOPEEj,5763,57.7%,8619,https://www.hltv.org/stats/players/16102/nopeej?csVersion=CS2
Patsi,11559,47.7%,16532,https://www.hltv.org/stats/players/19673/patsi?csVersion=CS2
mzinho,7658,65.3%,11555,https://www.hltv.org/stats/players/21001/mzinho?csVersion=CS2
naitte,11182,60.8%,15758,https://www.hltv.org/stats/players/17181/naitte?csVersion=CS2
sL1m3,6225,37.2%,8611,https://www.hltv.org/stats/players/22950/sl1m3?csVersion=CS2
adai,3279,65.0%,4571,https://www.hltv.org/stats/players/24021/adai?csVersion=CS2
felps,7948,49.0%,10871,https://www.hltv.org/stats/players/9219/felps?csVersion=CS2
Cryptic,8144,54.7%,11879,https://www.hltv.org/stats/players/15176/cryptic?csVersion=CS2
s1n,7372,53.7%,11641,https://www.hltv.org/stats/players/20104/s1n?csVersion=CS2
ISSAA,3013,51.5%,4414,https://www.hltv.org/stats/players/10449/issaa?csVersion=CS2
chop,7920,54.6%,11926,https://www.hltv.org/stats/players/19705/chop?csVersion=CS2
kRaSnaL,7725,53.0%,11328,https://www.hltv.org/stats/players/20282/krasnal?csVersion=CS2
lov1kus,10505,48.9%,14833,https://www.hltv.org/stats/players/20948/lov1kus?csVersion=CS2
Tauson,7198,48.2%,10679,https://www.hltv.org/stats/players/20301/tauson?csVersion=CS2
dexter,4785,54.4%,6856,https://www.hltv.org/stats/players/9115/dexter?csVersion=CS2
nbqq,13244,50.8%,19252,https://www.hltv.org/stats/players/19594/nbqq?csVersion=CS2
FinigaN,4130,51.3%,5824,https://www.hltv.org/stats/players/17305/finigan?csVersion=CS2
kAlash,7672,57.8%,11313,https://www.hltv.org/stats/players/21692/kalash?csVersion=CS2
Ag1l,6862,52.5%,10251,https://www.hltv.org/stats/players/21014/ag1l?csVersion=CS2
meyern,7838,50.8%,11728,https://www.hltv.org/stats/players/14737/meyern?csVersion=CS2
mo0N,6079,38.3%,8552,https://www.hltv.org/stats/players/23858/mo0n?csVersion=CS2
PerX,5546,52.3%,8458,https://www.hltv.org/stats/players/12290/perx?csVersion=CS2
bluewh1te,10734,54.6%,15888,https://www.hltv.org/stats/players/23302/bluewh1te?csVersion=CS2
urban0,6349,59.0%,9332,https://www.hltv.org/stats/players/22181/urban0?csVersion=CS2
notineki,10536,54.6%,16029,https://www.hltv.org/stats/players/21710/notineki?csVersion=CS2
djay,5502,51.3%,8037,https://www.hltv.org/stats/players/12102/djay?csVersion=CS2
shz,5105,53.3%,7511,https://www.hltv.org/stats/players/11739/shz?csVersion=CS2
forkyz,4527,53.2%,6641,https://www.hltv.org/stats/players/23599/forkyz?csVersion=CS2
Dytor,11266,49.0%,16791,https://www.hltv.org/stats/players/19815/dytor?csVersion=CS2
abr,6429,54.5%,9426,https://www.hltv.org/stats/players/17028/abr?csVersion=CS2
honda,3195,55.8%,4610,https://www.hltv.org/stats/players/20378/honda?csVersion=CS2
S1ren,9541,56.5%,14455,https://www.hltv.org/stats/players/18506/s1ren?csVersion=CS2
tomiko,9560,58.2%,13145,https://www.hltv.org/stats/players/20283/tomiko?csVersion=CS2
doni,3654,58.3%,5399,https://www.hltv.org/stats/players/24810/doni?csVersion=CS2
alex666,8712,49.6%,13047,https://www.hltv.org/stats/players/20112/alex666?csVersion=CS2
KusMe,7514,55.4%,11425,https://www.hltv.org/stats/players/23628/kusme?csVersion=CS2
Beccie,7832,56.8%,12006,https://www.hltv.org/stats/players/23338/beccie?csVersion=CS2
righi,5625,57.5%,8077,https://www.hltv.org/stats/players/21169/righi?csVersion=CS2
Calyx,6959,64.7%,10314,https://www.hltv.org/stats/players/8575/calyx?csVersion=CS2
t9rnay,3939,56.8%,5815,https://www.hltv.org/stats/players/18894/t9rnay?csVersion=CS2
Lucky,9971,46.2%,15177,https://www.hltv.org/stats/players/13497/lucky?csVersion=CS2
bajmi,9818,50.8%,14869,https://www.hltv.org/stats/players/20958/bajmi?csVersion=CS2
Marix,11903,55.9%,17484,https://www.hltv.org/stats/players/20110/marix?csVersion=CS2
NEUZ,3902,65.4%,5542,https://www.hltv.org/stats/players/15060/neuz?csVersion=CS2
Surreal,5150,50.9%,7739,https://www.hltv.org/stats/players/9019/surreal?csVersion=CS2
Girafffe,6060,54.0%,8964,https://www.hltv.org/stats/players/20340/girafffe?csVersion=CS2
Cabbi,14393,57.9%,20372,https://www.hltv.org/stats/players/16723/cabbi?csVersion=CS2
viz,3467,55.7%,5122,https://www.hltv.org/stats/players/18761/viz?csVersion=CS2
def1zer,4877,58.2%,7676,https://www.hltv.org/stats/players/22537/def1zer?csVersion=CS2
RaY5ive,3338,53.6%,5016,https://www.hltv.org/stats/players/23545/ray5ive?csVersion=CS2
Nikodeon,4000,59.6%,5858,https://www.hltv.org/stats/players/25255/nikodeon?csVersion=CS2
Flierax,6414,32.1%,9438,https://www.hltv.org/stats/players/23642/flierax?csVersion=CS2
kraghen,12557,50.6%,18756,https://www.hltv.org/stats/players/20300/kraghen?csVersion=CS2
naz,7968,60.8%,12089,https://www.hltv.org/stats/players/21155/naz?csVersion=CS2
Griller,3472,57.9%,5251,https://www.hltv.org/stats/players/22091/griller?csVersion=CS2
exit,7223,50.1%,11200,https://www.hltv.org/stats/players/11154/exit?csVersion=CS2
JACKZ,8896,58.6%,13209,https://www.hltv.org/stats/players/284/jackz?csVersion=CS2
YEKINDAR,6697,61.4%,9955,https://www.hltv.org/stats/players/13915/yekindar?csVersion=CS2
controlez,5113,51.0%,7229,https://www.hltv.org/stats/players/21398/controlez?csVersion=CS2
Bymas,4839,44.8%,7336,https://www.hltv.org/stats/players/19015/bymas?csVersion=CS2
nicks,3724,54.7%,5871,https://www.hltv.org/stats/players/22366/nicks?csVersion=CS2
dupreeh,3362,55.2%,4783,https://www.hltv.org/stats/players/7398/dupreeh?csVersion=CS2
OWNER,6463,53.0%,9189,https://www.hltv.org/stats/players/20422/owner?csVersion=CS2
C4LLM3SU3,3800,52.5%,5784,https://www.hltv.org/stats/players/23100/c4llm3su3?csVersion=CS2
NEOFRAG,8189,57.1%,11641,https://www.hltv.org/stats/players/15821/neofrag?csVersion=CS2
Tuurtle,6589,58.6%,9775,https://www.hltv.org/stats/players/14394/tuurtle?csVersion=CS2
n1Xen,10471,56.9%,15047,https://www.hltv.org/stats/players/16753/n1xen?csVersion=CS2
MistR,8818,50.6%,13624,https://www.hltv.org/stats/players/21199/mistr?csVersion=CS2
Altekz,8641,54.6%,13244,https://www.hltv.org/stats/players/16705/altekz?csVersion=CS2
f4stzin,4308,55.3%,6341,https://www.hltv.org/stats/players/18140/f4stzin?csVersion=CS2
kye,6414,58.6%,9497,https://www.hltv.org/stats/players/20385/kye?csVersion=CS2
ultimate,6303,38.9%,9018,https://www.hltv.org/stats/players/21763/ultimate?csVersion=CS2
Aaron,4858,52.5%,6970,https://www.hltv.org/stats/players/13317/aaron?csVersion=CS2
buda,6131,53.3%,9443,https://www.hltv.org/stats/players/20607/buda?csVersion=CS2
cmtry,8132,38.2%,12255,https://www.hltv.org/stats/players/22674/cmtry?csVersion=CS2
freshie,7324,48.9%,10817,https://www.hltv.org/stats/players/18706/freshie?csVersion=CS2
kyuubii,6955,51.3%,10466,https://www.hltv.org/stats/players/20170/kyuubii?csVersion=CS2
0SAMAS,4997,58.9%,7363,https://www.hltv.org/stats/players/22419/0samas?csVersion=CS2
m1QUSE,8850,47.5%,13430,https://www.hltv.org/stats/players/22880/m1quse?csVersion=CS2
VINI,8853,48.6%,14258,https://www.hltv.org/stats/players/12822/vini?csVersion=CS2
Melavi,3764,36.7%,5260,https://www.hltv.org/stats/players/22385/melavi?csVersion=CS2
Buzz,5494,51.7%,8257,https://www.hltv.org/stats/players/20941/buzz?csVersion=CS2
rain,7064,58.9%,10752,https://www.hltv.org/stats/players/8183/rain?csVersion=CS2
allu,3542,33.6%,4915,https://www.hltv.org/stats/players/695/allu?csVersion=CS2
Krad,6861,55.4%,10518,https://www.hltv.org/stats/players/12027/krad?csVersion=CS2
swetsi,3600,31.0%,5013,https://www.hltv.org/stats/players/24607/swetsi?csVersion=CS2
Alxc,3377,67.6%,4894,https://www.hltv.org/stats/players/21963/alxc?csVersion=CS2
h1te,8184,33.5%,11849,https://www.hltv.org/stats/players/19231/h1te?csVersion=CS2
Djoko,10590,64.0%,15592,https://www.hltv.org/stats/players/19738/djoko?csVersion=CS2
bLitz,7721,49.0%,11555,https://www.hltv.org/stats/players/20194/blitz?csVersion=CS2
CYPHER,9473,56.9%,13961,https://www.hltv.org/stats/players/18571/cypher?csVersion=CS2
simke,10784,60.6%,16060,https://www.hltv.org/stats/players/21784/simke?csVersion=CS2
rekonz,3248,56.2%,4782,https://www.hltv.org/stats/players/17392/rekonz?csVersion=CS2
ponter,7216,55.2%,10949,https://www.hltv.org/stats/players/16835/ponter?csVersion=CS2
dare,5848,53.0%,8178,https://www.hltv.org/stats/players/19710/dare?csVersion=CS2
SLIGHT,8383,31.0%,12020,https://www.hltv.org/stats/players/19128/slight?csVersion=CS2
Machado,3364,38.4%,4705,https://www.hltv.org/stats/players/23829/machado?csVersion=CS2
EmiliaQAQ,5380,60.7%,8150,https://www.hltv.org/stats/players/22922/emiliaqaq?csVersion=CS2
shaiK,3399,51.9%,5134,https://www.hltv.org/stats/players/20114/shaik?csVersion=CS2
mason,4317,54.2%,6340,https://www.hltv.org/stats/players/23199/mason?csVersion=CS2
H4SAN4TOR,10480,49.1%,15527,https://www.hltv.org/stats/players/22189/h4san4tor?csVersion=CS2
jkaem,7473,55.7%,10476,https://www.hltv.org/stats/players/8248/jkaem?csVersion=CS2
prosus,6069,57.5%,8809,https://www.hltv.org/stats/players/19284/prosus?csVersion=CS2
zmb,8463,53.4%,12854,https://www.hltv.org/stats/players/14010/zmb?csVersion=CS2
ottob,3428,31.8%,4842,https://www.hltv.org/stats/players/22211/ottob?csVersion=CS2
Nodios,7083,59.1%,10868,https://www.hltv.org/stats/players/8891/nodios?csVersion=CS2
electroNic,5729,49.4%,8569,https://www.hltv.org/stats/players/8918/electronic?csVersion=CS2
Brooxsy,7507,61.6%,11032,https://www.hltv.org/stats/players/21971/brooxsy?csVersion=CS2
Lekr0,7774,55.9%,12306,https://www.hltv.org/stats/players/9261/lekr0?csVersion=CS2
destiny,10216,53.1%,15261,https://www.hltv.org/stats/players/9483/destiny?csVersion=CS2
twenty3,3877,59.4%,5629,https://www.hltv.org/stats/players/18775/twenty3?csVersion=CS2
valde,5454,51.8%,8511,https://www.hltv.org/stats/players/9031/valde?csVersion=CS2
Polt,4040,49.7%,5920,https://www.hltv.org/stats/players/16946/polt?csVersion=CS2
susp,6943,54.0%,10712,https://www.hltv.org/stats/players/21163/susp?csVersion=CS2
nicx,6295,59.3%,9512,https://www.hltv.org/stats/players/21620/nicx?csVersion=CS2
Pepo,5695,34.2%,8516,https://www.hltv.org/stats/players/23763/pepo?csVersion=CS2
acoR,7045,36.2%,10159,https://www.hltv.org/stats/players/10330/acor?csVersion=CS2
delboNi,4069,51.0%,5955,https://www.hltv.org/stats/players/11213/delboni?csVersion=CS2
roeJ,5051,58.6%,7476,https://www.hltv.org/stats/players/14419/roej?csVersion=CS2
cej0t,10906,56.5%,16072,https://www.hltv.org/stats/players/22702/cej0t?csVersion=CS2
dukefissura,3850,59.0%,5593,https://www.hltv.org/stats/players/19823/dukefissura?csVersion=CS2
AccuracyTG,3403,42.8%,5125,https://www.hltv.org/stats/players/22415/accuracytg?csVersion=CS2
levi,3661,36.9%,5352,https://www.hltv.org/stats/players/22371/levi?csVersion=CS2
Forester,7002,55.6%,10348,https://www.hltv.org/stats/players/13982/forester?csVersion=CS2
kL1o,6430,54.2%,9698,https://www.hltv.org/stats/players/21651/kl1o?csVersion=CS2
apocdud,4905,45.6%,7533,https://www.hltv.org/stats/players/12872/apocdud?csVersion=CS2
Norwi,12849,46.2%,19712,https://www.hltv.org/stats/players/19882/norwi?csVersion=CS2
Sobol,8773,54.4%,13530,https://www.hltv.org/stats/players/15940/sobol?csVersion=CS2
DSSj,9634,37.9%,13782,https://www.hltv.org/stats/players/18447/dssj?csVersion=CS2
kroK,4808,61.6%,7163,https://www.hltv.org/stats/players/21036/krok?csVersion=CS2
Kind0,9449,44.8%,13894,https://www.hltv.org/stats/players/20252/kind0?csVersion=CS2
hampus,8455,41.0%,12672,https://www.hltv.org/stats/players/9766/hampus?csVersion=CS2
Pipw,5037,56.7%,7621,https://www.hltv.org/stats/players/21630/pipw?csVersion=CS2
Maden,6534,54.7%,9391,https://www.hltv.org/stats/players/11777/maden?csVersion=CS2
