Player,Total Kills,Total Headshots,Kills per Round,Headshots per Round,Rounds played
fineshine52,5704,2293.0080000000003,0.6912263693650024,0.277873000484731,8252
ROUX,5964,3298.092,0.6926829268292682,0.38305365853658535,8610
Blytz,9777,5269.802999999999,0.6964171237267611,0.3753688296887242,14039
bobeksde,13189,7741.943,0.697572327709314,0.40947495636536735,18907
szejn,7746,4167.348,0.6924727337743608,0.3725503307706061,11186
N1ghtraid,3480,1197.12,0.7300188797986155,0.2511264946507237,4767
Burmylov,9442,3578.518,0.7318245233297164,0.2773614943419625,12902
Joey,3366,1703.1960000000001,0.6999376169681847,0.35416843418590144,4809
TeSeS,7569,4450.571999999999,0.6565183450429352,0.38603278688524584,11529
torzsi,7334,2478.892,0.7045148895292987,0.23812603266090296,10410
pr1metapz,6063,3449.847,0.6444515306122449,0.36669292091836736,9408
MoDo,7135,2383.09,0.6915770088203935,0.23098672094601144,10317
KAISER,7759,2870.83,0.6563742492174943,0.24285847221047288,11821
yuurih,7414,3536.4780000000005,0.6525259637387784,0.31125488470339735,11362
autimatic,3123,1620.8369999999998,0.6894039735099338,0.3578006622516556,4530
Sandman,6260,3524.38,0.6911017884742768,0.38909030691101787,9058
fr3nd,8831,3223.315,0.7227860533638893,0.2638169094778196,12218
eightz999,4903,1814.11,0.7076057151104055,0.26181411459085,6929
mag1k3Y,5836,2118.468,0.7156345800122624,0.2597753525444512,8155
history,6030,1995.93,0.6998607242339833,0.23165389972144848,8616
podi,7734,2405.2740000000003,0.7029630976186148,0.21862152335938922,11002
anber,4462,2735.2059999999997,0.6945828144458281,0.4257792652552926,6424
tele,4158,2295.216,0.6881827209533267,0.3798768619662363,6042
nitr0,5358,2834.382,0.6492184660123591,0.343436568520538,8253
fame,5918,3574.472,0.6668169014084507,0.40275740845070424,8875
Qlocuu,7604,4075.744,0.6958909124187792,0.37299752905646566,10927
twist,10738,5551.545999999999,0.648077735530207,0.335056189269117,16569
nyezin,6575,3340.1,0.6694155976379557,0.34006312360008145,9822
timo,4383,2507.076,0.6859154929577465,0.392343661971831,6390
KaiR0N-,9604,5474.28,0.7097250960685781,0.40454330475908956,13532
biguzera,8962,4955.986,0.6537311255379677,0.3615133124224962,13709
s4ltovsk1yy,9047,3546.4240000000004,0.6937883435582822,0.2719650306748467,13040
7Kick,5802,2529.672,0.6827488820899035,0.29767851259119793,8498
KIRO,10179,4214.106,0.6760310818888224,0.27987686790197247,15057
kralle,3896,2123.32,0.7052860246198407,0.38438088341781323,5524
yuramyata,7673,2647.185,0.7072541248041294,0.24400267305742465,10849
Lucaozy,8700,4384.8,0.7062261547203507,0.35593798197905674,12319
amster,8348,3931.908,0.6572193355377106,0.3095503070382617,12702
juanflatroo,7414,4485.47,0.7245895230648944,0.4383766614542612,10232
guty,4278,2643.8039999999996,0.6663551401869159,0.411807476635514,6420
SaMey,11184,4328.2080000000005,0.6929368029739778,0.2681665427509294,16140
manguss,5794,2775.3259999999996,0.6900083363105871,0.3305139930927712,8397
broky,7805,2778.58,0.7027732757068251,0.2501872861516297,11106
Polbandana,4126,2496.23,0.6831125827814569,0.41328311258278144,6040
snow,9173,4503.943,0.6660615742085391,0.3270362329363927,13772
gump,3800,2055.8,0.6751954513148543,0.3652807391613362,5628
imoRR,4205,1988.965,0.7142857142857143,0.33785714285714286,5887
Walco,3933,2281.14,0.6694468085106383,0.3882791489361702,5875
AW,8476,4755.036,0.6815148347672269,0.38232982230441426,12437
zede,5858,3702.2560000000003,0.6937470393178589,0.43844812884888684,8444
rud,4141,1403.799,0.7360469249911127,0.2495199075719872,5626
Pechyn,3576,1952.496,0.6985739402226997,0.3814213713615941,5119
NOPEEj,5763,3325.251,0.6686390532544378,0.38580473372781066,8619
Patsi,11559,5513.643,0.6991894507621582,0.33351336801354947,16532
mzinho,7658,5000.674,0.6627434011250541,0.4327714409346603,11555
naitte,11182,6798.656,0.7096078182510471,0.4314415534966366,15758
sL1m3,6225,2315.7000000000003,0.7229125537103704,0.26892346998025785,8611
adai,3279,2131.35,0.7173485014220083,0.4662765259243054,4571
felps,7948,3894.52,0.731119492227026,0.35824855119124277,10871
Cryptic,8144,4454.768,0.6855795942419396,0.37501203805034095,11879
s1n,7372,3958.764,0.633278927927154,0.3400707842968817,11641
ISSAA,3013,1551.695,0.6826008155867693,0.3515394200271862,4414
chop,7920,4324.32,0.664095254066745,0.36259600872044273,11926
kRaSnaL,7725,4094.25,0.6819385593220338,0.361427436440678,11328
lov1kus,10505,5136.945,0.7082181622058923,0.3463186813186813,14833
Tauson,7198,3469.436,0.6740331491712708,0.3248839779005525,10679
dexter,4785,2603.04,0.697928821470245,0.3796732788798133,6856
nbqq,13244,6727.951999999999,0.6879285269062955,0.34946769166839803,19252
FinigaN,4130,2118.69,0.7091346153846154,0.3637860576923077,5824
kAlash,7672,4434.416,0.6781578714752939,0.3919752497127199,11313
Ag1l,6862,3602.55,0.6693981075017071,0.3514340064383963,10251
meyern,7838,3981.7039999999997,0.6683151432469304,0.33950409276944066,11728
mo0N,6079,2328.2569999999996,0.7108278765201123,0.27224707670720294,8552
PerX,5546,2900.558,0.6557105698746749,0.34293662804445496,8458
bluewh1te,10734,5860.764,0.6756042296072508,0.3688799093655589,15888
urban0,6349,3745.91,0.6803471924560651,0.4014048435490784,9332
notineki,10536,5752.656,0.6573086281115478,0.3588905109489051,16029
djay,5502,2822.526,0.6845837999253452,0.3511914893617021,8037
shz,5105,2720.965,0.6796698176008521,0.3622640127812542,7511
forkyz,4527,2408.364,0.6816744466194851,0.36265080560156604,6641
Dytor,11266,5520.34,0.6709546781013638,0.3287677922696683,16791
abr,6429,3503.805,0.6820496499045194,0.37171705919796305,9426
honda,3195,1782.81,0.693058568329718,0.38672668112798264,4610
S1ren,9541,5390.665,0.660048426150121,0.3729273607748184,14455
tomiko,9560,5563.92,0.7272727272727273,0.4232727272727273,13145
doni,3654,2130.2819999999997,0.6767919985182441,0.39456973513613625,5399
alex666,8712,4321.152,0.6677397102782249,0.33119889629799953,13047
KusMe,7514,4162.755999999999,0.6576805251641138,0.364355010940919,11425
Beccie,7832,4448.576,0.6523404964184575,0.37052940196568385,12006
righi,5625,3234.375,0.6964219388386778,0.4004426148322397,8077
Calyx,6959,4502.473000000001,0.6747139809967035,0.43653994570486726,10314
t9rnay,3939,2237.352,0.6773860705073087,0.3847552880481513,5815
Lucky,9971,4606.602,0.6569809580285959,0.3035252026092113,15177
bajmi,9818,4987.544,0.6602999529221871,0.335432376084471,14869
Marix,11903,6653.776999999999,0.680793868679936,0.3805637725920841,17484
NEUZ,3902,2551.9080000000004,0.7040779501984843,0.4604669794298088,5542
Surreal,5150,2621.35,0.6654606538312443,0.33871947280010334,7739
Girafffe,6060,3272.4,0.6760374832663989,0.3650602409638554,8964
Cabbi,14393,8333.546999999999,0.7065089338307481,0.40906867268800307,20372
viz,3467,1931.1190000000001,0.6768840296759079,0.3770244045294807,5122
def1zer,4877,2838.414,0.6353569567483064,0.36977774882751435,7676
RaY5ive,3338,1789.1680000000001,0.6654704944178629,0.3566921850079745,5016
Nikodeon,4000,2384.0,0.6828269033799932,0.40696483441447595,5858
Flierax,6414,2058.8940000000002,0.6795931341385887,0.218149396058487,9438
kraghen,12557,6353.842000000001,0.669492429089358,0.3387631691192152,18756
naz,7968,4844.544,0.6591115890478948,0.40073984614112,12089
Griller,3472,2010.2879999999998,0.6612073890687488,0.38283907827080554,5251
exit,7223,3618.723,0.6449107142857143,0.32310026785714285,11200
JACKZ,8896,5213.0560000000005,0.6734802028919676,0.39465939889469304,13209
YEKINDAR,6697,4111.958,0.6727272727272727,0.4130545454545454,9955
controlez,5113,2607.63,0.7072900816157145,0.3607179416240144,7229
Bymas,4839,2167.872,0.6596237731733915,0.29551145038167936,7336
nicks,3724,2037.0280000000002,0.6343042071197411,0.3469644012944984,5871
dupreeh,3362,1855.8240000000003,0.7029061258624294,0.38800418147606114,4783
OWNER,6463,3425.39,0.7033409511372293,0.3727707041027315,9189
C4LLM3SU3,3800,1995.0,0.656984785615491,0.3449170124481328,5784
NEOFRAG,8189,4675.919,0.7034619018984624,0.401676745984022,11641
Tuurtle,6589,3861.1540000000005,0.6740664961636829,0.3950029667519182,9775
n1Xen,10471,5957.999,0.6958862231674088,0.3959592609822556,15047
MistR,8818,4461.907999999999,0.647240164415737,0.3275035231943628,13624
Altekz,8641,4717.986000000001,0.6524463908184839,0.35623572938689224,13244
f4stzin,4308,2382.324,0.6793881091310519,0.3757016243494717,6341
kye,6414,3758.6040000000003,0.6753711698431083,0.3957675055280615,9497
ultimate,6303,2451.8669999999997,0.6989354624085163,0.27188589487691284,9018
Aaron,4858,2550.45,0.696987087517934,0.36591822094691534,6970
buda,6131,3267.823,0.6492640050831303,0.34605771470930846,9443
cmtry,8132,3106.4240000000004,0.6635658914728683,0.2534821705426357,12255
freshie,7324,3581.4359999999997,0.6770823703429787,0.3310932790977165,10817
kyuubii,6955,3567.915,0.6645327727880757,0.3409053124402828,10466
0SAMAS,4997,2943.2329999999997,0.6786635882113269,0.3997328534564715,7363
m1QUSE,8850,4203.75,0.6589724497393894,0.31301191362621,13430
VINI,8853,4302.558,0.6209145742740917,0.3017644830972086,14258
Melavi,3764,1381.3880000000001,0.7155893536121672,0.2626212927756654,5260
Buzz,5494,2840.3979999999997,0.6653748334746276,0.3439987889063824,8257
rain,7064,4160.696,0.6569940476190477,0.38696949404761904,10752
allu,3542,1190.112,0.7206510681586978,0.2421387589013225,4915
Krad,6861,3800.9939999999997,0.6523103251568739,0.3613799201369081,10518
swetsi,3600,1116.0,0.718132854578097,0.22262118491921004,5013
Alxc,3377,2282.852,0.690028606456886,0.4664593379648549,4894
h1te,8184,2741.64,0.6906911975694151,0.23138155118575407,11849
Djoko,10590,6777.6,0.6791944586967675,0.4346844535659313,15592
bLitz,7721,3783.29,0.6681955863262656,0.32741583729987017,11555
CYPHER,9473,5390.137,0.6785330563713201,0.3860853090752811,13961
simke,10784,6535.104,0.6714819427148194,0.4069180572851806,16060
rekonz,3248,1825.376,0.6792137181095775,0.3817181095775826,4782
ponter,7216,3983.232,0.6590556215179468,0.3637987030779067,10949
dare,5848,3099.44,0.715089263878699,0.37899730985571045,8178
SLIGHT,8383,2598.73,0.6974209650582363,0.21620049916805326,12020
Machado,3364,1291.7759999999998,0.7149840595111583,0.27455387885228477,4705
EmiliaQAQ,5380,3265.66,0.660122699386503,0.40069447852760737,8150
shaiK,3399,1764.0810000000001,0.6620568757304246,0.3436075185040904,5134
mason,4317,2339.8140000000003,0.6809148264984227,0.36905583596214514,6340
H4SAN4TOR,10480,5145.68,0.6749533071423971,0.331402073806917,15527
jkaem,7473,4162.461,0.7133447880870561,0.3973330469644903,10476
prosus,6069,3489.675,0.6889544783743898,0.39614882506527416,8809
zmb,8463,4519.242,0.6583942741559048,0.3515825423992532,12854
ottob,3428,1090.104,0.7079719124328789,0.22513506815365553,4842
Nodios,7083,4186.053,0.6517298490982701,0.38517234081707763,10868
electroNic,5729,2830.1259999999997,0.6685727622826467,0.33027494456762746,8569
Brooxsy,7507,4624.312,0.6804749818709209,0.4191725888324873,11032
Lekr0,7774,4345.666,0.6317243620997888,0.3531339184137819,12306
destiny,10216,5424.696,0.6694187798964681,0.35546137212502454,15261
twenty3,3877,2302.938,0.6887546633505063,0.40912027003020074,5629
valde,5454,2825.172,0.6408177652449771,0.33194360239689813,8511
Polt,4040,2007.88,0.6824324324324325,0.3391689189189189,5920
susp,6943,3749.22,0.6481516056758775,0.3500018670649738,10712
nicx,6295,3732.935,0.6617956265769555,0.3924448065601346,9512
Pepo,5695,1947.6900000000003,0.6687411930483795,0.22870948802254584,8516
acoR,7045,2550.2900000000004,0.6934737671030613,0.25103750369130823,10159
delboNi,4069,2075.19,0.6832913518052057,0.3484785894206549,5955
roeJ,5051,2959.8860000000004,0.6756286784376672,0.39591840556447305,7476
cej0t,10906,6161.89,0.6785714285714286,0.38339285714285715,16072
dukefissura,3850,2271.5,0.688360450563204,0.40613266583229035,5593
AccuracyTG,3403,1456.484,0.664,0.284192,5125
levi,3661,1350.9089999999999,0.6840433482810164,0.25241199551569504,5352
Forester,7002,3893.112,0.6766524932354078,0.37621878623888677,10348
kL1o,6430,3485.06,0.663023303773974,0.3593586306454939,9698
apocdud,4905,2236.68,0.6511350059737157,0.2969175627240143,7533
Norwi,12849,5936.238,0.6518364448051948,0.30114843750000003,19712
Sobol,8773,4772.512,0.6484109386548411,0.35273555062823353,13530
DSSj,9634,3651.2859999999996,0.6990277173124365,0.2649315048614134,13782
kroK,4808,2961.728,0.6712271394667039,0.41347591791148963,7163
Kind0,9449,4233.151999999999,0.6800777313948467,0.30467482366489124,13894
hampus,8455,3466.55,0.6672190656565656,0.27355981691919196,12672
Pipw,5037,2855.9790000000003,0.6609368849232384,0.37475121375147624,7621
Maden,6534,3574.0980000000004,0.6957725481844319,0.3805875838568843,9391
jchancE,4534,1790.93,0.7208267090620032,0.28472655007949127,6290
Vegi,4469,2435.605,0.6802130898021309,0.37071613394216135,6570
marat2k,6370,3732.82,0.6551475881929446,0.38391648668106554,9723
volt,7706,4161.24,0.6418457437947693,0.3465967016491754,12006
kabal,2874,1411.134,0.6725953662532179,0.33024432483033,4273
drop,8636,4844.796,0.6408905380333951,0.35953959183673473,13475
Neqy,3363,1974.0810000000001,0.6793939393939394,0.39880424242424245,4950
spinnie,3823,2339.676,0.6521664960764244,0.39912589559877176,5862
Omichella,4534,2539.04,0.6676483581210425,0.37388308054778385,6791
Ex3rcice,10104,5607.72,0.6648243189893407,0.3689774970390841,15198
fl0m,3348,1620.4319999999998,0.6662686567164179,0.32247402985074625,5025
sstiNiX,9077,5346.352999999999,0.6607701827182063,0.38919363762102344,13737
f1redup,2991,1316.04,0.7019478995540953,0.3088570758038019,4261
sSen,5283,2889.8010000000004,0.6559473553513782,0.3588032033772039,8054
clouden,3099,1651.7669999999998,0.6844081272084805,0.3647895318021201,4528
expSasiKi,2822,1447.6860000000001,0.6527874161461947,0.33487994448299796,4323
phr,3552,1928.7359999999999,0.6377019748653501,0.34627217235188507,5570
myltsi,7652,4070.864,0.6854174131135794,0.3646420637764242,11164
lenci,4171,1989.567,0.6588216711419996,0.3142579371347339,6331
RCF,4666,1633.1,0.6852694962549567,0.23984432368923483,6809
tabseN,8559,4459.2390000000005,0.6381598568446167,0.3324812854160454,13412
rzk,3656,2281.344,0.662678992205909,0.4135116911364872,5517
Malkiss,6180,1804.56,0.6799427879854769,0.19854329409175928,9089
Sapec,10003,5831.749,0.657875698783295,0.38354153239066097,15205
CoolComs,3848,2262.624,0.6940836940836941,0.4081212121212121,5544
n1ssim,5593,2818.8720000000003,0.6330503678551217,0.3190573853989814,8835
d1maje,3272,1881.4,0.6856663872590109,0.39425817267393126,4772
MITHPUTTINI,4149,1298.637,0.6756228627259404,0.21146995603321933,6141
rainny,3228,1788.312,0.683463900063519,0.37863900063518946,4723
kauez,9906,6092.19,0.663496316141996,0.4080502344273275,14930
xureba,8138,4182.932,0.6417474962542387,0.32985821307467866,12681
gas,2969,1763.586,0.6928821470245041,0.41157199533255545,4285
hyped,8994,2581.278,0.7211353431686979,0.20696584348941627,12472
shalfey,7729,3818.1259999999997,0.6794725274725275,0.33565942857142855,11375
kr1vda,4513,2631.0789999999997,0.6319843159221398,0.3684468561826074,7141
Skrimo,5175,2753.1,0.6511071967790639,0.346389028686462,7948
nosraC,8853,4373.3820000000005,0.6639915997899948,0.32801185029625746,13333
Tr0ublE,3060,1135.26,0.6976744186046512,0.25883720930232557,4386
mlhzin,3096,1495.368,0.6683937823834197,0.3228341968911917,4632
TMKj,5215,3149.86,0.6516306385105586,0.39358490566037735,8003
KRIMZ,8537,3961.1679999999997,0.6206019191625473,0.2879592904914219,13756
KENSI,10828,5673.871999999999,0.6731319159517593,0.35272112395872185,16086
bsd,5994,2103.894,0.6801316237376602,0.23872619993191874,8813
motm,5261,2698.893,0.6507111935683364,0.3338148423005566,8085
HEAP,11757,7171.77,0.674836413729767,0.41165021237515786,17422
paz,5649,3010.917,0.671940049958368,0.35814404662781013,8407
S3NSEY,3215,1179.9050000000002,0.6925894011202068,0.2541803102111159,4642
Pump,4674,2509.938,0.6462048942347574,0.34701202820406474,7233
bondik,8693,4537.746,0.6311624192260219,0.32946678283598346,13773
TjP,5496,3407.52,0.6585190510424155,0.4082818116462976,8346
mello,5154,1736.8980000000001,0.6906069945062308,0.23273455714859978,7463
aragornN,4003,2077.557,0.6512119733203189,0.33797901415324544,6147
CacaNito,6701,3585.035,0.6896161366676958,0.36894463311721726,9717
fino,6325,2163.15,0.687873844480696,0.23525285481239805,9195
magixx,4825,2552.425,0.5976712498451628,0.3161680911680912,8073
Schwarz,6086,3189.064,0.6864425896683961,0.35969591698623954,8866
happ,7850,3987.8,0.6513982242137581,0.3309102979005892,12051
dvrk,3189,1266.0330000000001,0.6805377720870679,0.27017349551856595,4686
b4rtiN,5465,3049.47,0.6295357677686902,0.3512809584149291,8681
delle,4583,2506.901,0.6675892206846322,0.3651713037144938,6865
nafany,7662,4122.156,0.6477301547045397,0.34847882323104235,11829
N2o,3478,1704.22,0.743798118049615,0.36446107784431137,4676
kwezz,9479,5355.635,0.6392204464225504,0.361159552228741,14829
Ciocardau,6212,3528.4159999999997,0.6783881183793818,0.3853244512394889,9157
matios,8403,4630.053,0.64943194991885,0.3578370044052863,12939
Bibu,5890,3510.44,0.6308911739502999,0.37601113967437877,9336
POLO,5670,1956.15,0.6790419161676646,0.23426946107784433,8350
danoco,5758,3097.8039999999996,0.6558086560364464,0.3528250569476082,8780
saffee,5704,1842.3919999999998,0.6671345029239766,0.21548444444444442,8550
kiR,3975,2567.85,0.676595744680851,0.43708085106382977,5875
zock,8490,4304.43,0.6767636508569151,0.343119170984456,12545
t3ns1on,6224,2091.264,0.6561248155176049,0.22045793801391525,9486
fury5k,3452,2195.472,0.6660235384912213,0.4235909704804168,5183
lukiz,4281,2247.525,0.6649580615097856,0.3491029822926375,6438
JW,11579,4342.125,0.6800375873612498,0.25501409526046864,17027
L00m1,6055,2131.36,0.6578661451542808,0.23156888309430684,9204
her1tage,2996,1689.744,0.6613686534216335,0.3730119205298013,4530
divine,4952,1505.408,0.6499540622128889,0.1975860349127182,7619
sh1nejezzz,6735,4162.23,0.6517952192006193,0.40280944546598274,10333
Noruyp,4482,1201.1760000000002,0.7296109392804818,0.19553573172716915,6143
AZUWU,9365,5366.145,0.6748090502954316,0.38666558581928234,13878
Goody,4573,2291.0730000000003,0.6715124816446403,0.3364277533039648,6810
brnz4n,6283,3882.894,0.6357381361934635,0.39288616816756045,9883
buster,4561,2462.94,0.631542509000277,0.34103295486014956,7222
ALLE,4680,2368.08,0.6394316163410302,0.32355239786856127,7319
rigoN,8754,4867.224,0.6966971746916036,0.3873636291285317,12565
cLd,2866,1659.414,0.6593052680009202,0.38173775017253275,4347
salazar,7490,2771.3,0.6495533778510103,0.24033474980487382,11531
vinaabEAST,4255,2480.665,0.6552202032645519,0.3819933785032337,6494
xns,3625,2055.375,0.6324145150034892,0.3585790300069784,5732
EMSTAR,3262,1829.9820000000002,0.6604575825065803,0.37051670378619156,4939
MoriiSko,8994,5324.448,0.652827175727662,0.386473688030776,13777
alex,8156,4045.376,0.6382346036466077,0.31656436340871746,12779
riskyb0b,8922,5076.6179999999995,0.6472252448313384,0.3682711643090315,13785
jz,2713,1478.585,0.6395568128241396,0.34855846298915605,4242
gafolo,10267,4147.8679999999995,0.6413668165917041,0.25911219390304846,16008
arT,8012,3861.784,0.6470683249878857,0.3118869326441609,12382
Mol011,3335,1630.815,0.672514619883041,0.328859649122807,4959
Icarus,3641,2009.832,0.6585277627057334,0.36350732501356486,5529
desh,4960,1681.44,0.681505908216543,0.23103050288540808,7278
fanatyk,4970,2435.3,0.6307106598984772,0.30904822335025384,7880
Hezz,3887,1675.297,0.6592605156037992,0.28414128222523743,5896
Techno,7353,4352.976000000001,0.6363479013414106,0.37671795759411514,11555
Chr1zN,10463,5932.521,0.6528358395208086,0.3701579210082985,16027
El1an,3973,1112.44,0.6672824991602284,0.18683909976486396,5954
d4rty,5456,2995.3439999999996,0.6582217396549644,0.3613637350705754,8289
ex1st,7078,3984.9139999999998,0.6622380239520959,0.37284000748502993,10688
nexa,5790,3248.19,0.6359841827768014,0.3567871265377856,9104
deco,4858,2497.0119999999997,0.6270005162622613,0.3222782653588022,7748
walleN,2930,1661.31,0.6613995485327314,0.3750135440180587,4430
Kristou,8519,3501.309,0.6614643994098921,0.27186186815746566,12879
1NVISIBLEE,10235,5782.775,0.6846153846153846,0.3868076923076923,14950
MAGILA,4077,2050.7309999999998,0.6932494473728957,0.3487044720285665,5881
Viggo,4122,2242.368,0.704494958126816,0.38324525722098784,5851
Kunai,3700,2153.4,0.6717501815541032,0.39095860566448803,5508
cerber,4523,2655.001,0.6600029184298847,0.38742171311834234,6853
faydett,8734,4681.424,0.6351076207097149,0.34041768470040723,13752
FpSSS,5081,1681.8110000000001,0.6838492597577389,0.2263541049798116,7430
yvro,5376,2736.3839999999996,0.6926942404329339,0.3525813683803633,7761
bsover,3062,1322.7839999999999,0.6955929123125852,0.30049613811903675,4402
Boye,3457,1915.1779999999999,0.6549829480863963,0.36286055323986355,5278
noni,4744,1793.2319999999997,0.6785867543985123,0.25650579316263766,6991
sinnopsyy,8361,4832.657999999999,0.6633608378292606,0.38342256426531257,12604
virtuoso,5317,2578.745,0.6433930300096805,0.31204561955469506,8264
majky,5641,3192.8060000000005,0.6715476190476191,0.38009595238095245,8400
Goofy,2884,1225.7,0.6377708978328174,0.2710526315789474,4522
Magic,3105,1291.68,0.674853292762443,0.2807389697891763,4601
Bukhavez,2860,1441.44,0.6372549019607843,0.3211764705882353,4488
BluePho3nix,3012,1743.9479999999999,0.6405784772437261,0.37089493832411735,4702
s-chilla,5707,3150.264,0.6227629855958097,0.34376516804888696,9164
huNter-,6491,3251.9910000000004,0.6464495568170501,0.3238712279653421,10041
jresy,2917,1455.5829999999999,0.663256025466121,0.33096475670759434,4398
ragga,9831,4856.513999999999,0.6664181127982647,0.3292105477223427,14752
Wonder,2793,1603.1819999999998,0.642512077294686,0.3688019323671497,4347
qx,4054,2176.998,0.637621893677257,0.34240295690468703,6358
Brollan,5617,2937.691,0.6262682573308062,0.32753829858401157,8969
maQuein,5144,1733.5280000000002,0.6747999475272203,0.22740758231667327,7623
woozzzi,5325,1959.5999999999997,0.6912891081396858,0.25439439179540435,7703
yxngstxr,8410,4642.32,0.656979923443481,0.3626529177408015,12801
Queenix,7608,4427.856000000001,0.621619413350764,0.36178249857014466,12239
jared,2882,1472.7020000000002,0.6697652800371834,0.3422500580990008,4303
Summer,6288,3307.488,0.6471133065761038,0.34038159925903055,9717
CeRq,8127,3006.99,0.6512541068995913,0.24096401955284877,12479
ArroW,5094,3092.058,0.6154403769481697,0.37357230880753894,8277
prt,5075,2765.875,0.6382844925166645,0.34786504842158217,7951
n1cks,3369,1128.615,0.6601998824221046,0.22116696061140506,5103
fnl,5175,2965.275,0.6514350453172205,0.3732722809667674,7944
fokiu,3658,2030.19,0.6511213955144179,0.36137237451050197,5618
stadodo,7913,2824.9410000000003,0.6371688541750543,0.22746928094049443,12419
Qikert,6892,4086.9559999999997,0.6248979961918578,0.3705645117417717,11029
bnc,5632,2748.4159999999997,0.6465388589140167,0.3155109631500401,8711
Ro1f,9873,5785.578,0.6182990981963928,0.3623232715430862,15968
beastik,12763,7313.198999999999,0.6223425004876146,0.3566022527794031,20508
fozil,9381,5469.123,0.6549148282602625,0.381815344875733,14324
ariucle,4707,3144.276,0.6284379172229639,0.4197965287049399,7490
chelo,7028,4399.528,0.639257776969256,0.40017536838275425,10994
mwlky,3268,1166.6760000000002,0.6689866939611054,0.23882824974411468,4885
gxx-,5612,1941.7520000000002,0.6869033047735618,0.23766854345165242,8170
AntyVirus,5096,2553.096,0.680373831775701,0.34086728971962615,7490
spardaus,4012,2214.6240000000003,0.6566284779050736,0.3624589198036007,6110
Vacancy,6227,3300.31,0.6396507447354906,0.33901489470980994,9735
foggers,3247,1727.4040000000002,0.6563573883161512,0.3491821305841925,4947
Magisk,4745,2571.79,0.6316560170394037,0.34235756123535677,7512
MisteM,4331,2490.325,0.6293228712583552,0.3618606509735542,6882
shady,3832,1249.2320000000002,0.6651622982121159,0.21684290921714983,5761
awzek,5866,3079.65,0.6456796917996698,0.33898183819482663,9085
bekker,3954,1340.406,0.6604309336896609,0.22388608652079506,5987
Keoz,9012,5407.2,0.6473207872432122,0.3883924723459273,13922
skullz,5000,2795.0,0.6348400203148806,0.35487557135601827,7876
k4nfuz,6203,3914.093,0.6285974868261046,0.396645014187272,9868
AdrieN,5640,3152.76,0.6909224549797869,0.3862256523337009,8163
fREQ,6300,3465.0,0.6369426751592356,0.3503184713375796,9891
vision,4472,2701.0879999999997,0.6454965357967667,0.3898799076212471,6928
bodyy,7266,4156.152,0.6382642304989459,0.36508713984539704,11384
perez,3184,1792.5919999999999,0.6566302330377397,0.3696828212002474,4849
Levi,3326,1732.846,0.652668759811617,0.34004042386185246,5096
dan1,3242,1624.2420000000002,0.6292701863354038,0.3152643633540373,5152
iDISBALANCE,8725,2538.975,0.6620883290332372,0.192667703748672,13178
Lack1,10891,5521.737000000001,0.6643689379613249,0.3368350515463918,16393
Efire,4921,2750.8389999999995,0.6617805271651426,0.3699353146853146,7436
arTisT,7059,2703.5969999999998,0.6731832920083921,0.2578292008392142,10486
syrsoN,3317,1024.953,0.6820892453218178,0.2107655768044417,4863
Prism,8058,4383.552,0.6411011218076219,0.3487590102633463,12569
maaryy,14598,7809.93,0.6352480417754569,0.33985770234986945,22980
sAvana1,5781,3237.36,0.6261236867756959,0.3506292645943897,9233
kumao,4880,2815.76,0.6445647866860388,0.3719138819178444,7571
yepz,4735,2632.66,0.6081428204469561,0.33812740816850756,7786
SELLTER,13421,7301.024,0.6284416557407754,0.3418722607229818,21356
pz,5156,1696.3239999999998,0.6463582800551586,0.21265187413814715,7977
Maze,5612,3069.764,0.6644565474780961,0.36345773147051863,8446
neaLaN,5715,3331.845,0.640551445864156,0.3734414929388029,8922
morelz,4132,2136.244,0.6756049705689994,0.3492877697841727,6116
b0denmaster,6066,2092.77,0.6636035444699705,0.2289432228421398,9141
ANSG1,3087,1361.3670000000002,0.6245195225571515,0.27541310944770386,4943
Gabe,5052,2768.4959999999996,0.6424211597151577,0.3520467955239064,7864
hitori,2890,1534.59,0.6360035211267606,0.33771786971830986,4544
kreaz,8327,3988.633,0.6429122915379865,0.3079549876466955,12952
tory,3641,1995.2679999999998,0.6632058287795993,0.3634367941712204,5490
dav1g,9448,4440.56,0.6415427446187275,0.30152508997080196,14727
brett,6048,2909.0879999999997,0.6663728514764213,0.3205253415601586,9076
max,7476,3902.472,0.6122850122850123,0.3196127764127764,12210
Extinct,6465,3542.82,0.6556795131845842,0.35931237322515214,9860
Tarkky,3718,2022.5919999999999,0.6586359610274579,0.3582979627989371,5645
X5G7V,8017,3872.211,0.6386012426318305,0.3084444001911741,12554
millert,5529,1957.266,0.635079255685734,0.22481805651274983,8706
PlesseN,6501,3647.061,0.6632319934707203,0.37207314833707406,9802
STYKO,2927,1721.076,0.614399664147775,0.3612670025188917,4764
Peppzor,3738,2052.162,0.6257114161365919,0.3435155674589889,5974
anttzz,3813,2409.8160000000003,0.6409480584972265,0.40507917297024715,5949
Something,7623,4642.407,0.639513422818792,0.3894636744966443,11920
uli,4470,2503.2,0.6373877085412805,0.35693711678311707,7013
Nexius,2930,1646.66,0.6521255286000445,0.36649454707322504,4493
hoax,3626,1842.0079999999998,0.6288588276101283,0.31946028442594515,5766
Stx,3039,1668.411,0.6471465076660988,0.3552834327086883,4696
